startIp,endIp,continent,countryCode,country,state,city,zip,timezone,isDst,latitude,longitude,accuracy,sources
1.1.178.0,1.1.178.255,AS,TH,Thailand,Bangkok,Ratchathewi,10400,Asia/Jakarta,0,13.759,100.534,1.2,tp2
1.1.179.0,1.1.179.255,AS,TH,Thailand,Bangkok,Din Daeng,10800,Asia/Jakarta,0,13.79037,100.57013,1.5,tp1;tp2
1.1.180.0,1.1.180.255,AS,TH,Thailand,Ubon Ratchathani,Pho Sai,34130,Asia/Jakarta,0,15.82586,105.26064,1.2,tp1
1.1.181.0,1.1.181.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.1.182.0,1.1.182.255,AS,TH,Thailand,Ubon Ratchathani,Ubon Ratchathani,34000,Asia/Jakarta,0,15.22483,104.85289,1.2,tp1
1.1.183.0,1.1.183.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.1.184.0,1.1.184.255,AS,TH,Thailand,Sakon Nakhon,Khok Si Suphan,47260,Asia/Jakarta,0,17.04358,104.27311,1.2,tp1
1.1.185.0,1.1.185.255,AS,TH,Thailand,Nong Khai,Nong Khai,43110,Asia/Jakarta,0,17.87847,102.742,1.5,tp1;tp2
1.1.186.0,1.1.186.255,AS,TH,Thailand,Sakon Nakhon,Kut Bak,47180,Asia/Jakarta,0,17.08882,103.81875,1.2,tp1
1.1.187.0,1.1.187.255,AS,TH,Thailand,Roi Et,Roi Et,45000,Asia/Jakarta,0,16.0567,103.65309,1.5,tp1;tp2
1.1.188.0,1.1.188.255,AS,TH,Thailand,Satun,La-ngu,91110,Asia/Jakarta,0,6.88492,99.78836,1.2,tp1
1.1.189.0,1.1.189.255,AS,TH,Thailand,Phang Nga,Ban Phru Nai,83110,Asia/Jakarta,0,7.93333,98.58333,1.2,tp1
1.1.190.0,1.1.190.255,AS,TH,Thailand,Kalasin,Sahatsakhan,46140,Asia/Jakarta,0,16.71236,103.5202,1.2,tp1
1.1.191.0,1.1.191.255,AS,TH,Thailand,Nong Bua Lamphu,Na Klang,39170,Asia/Jakarta,0,17.3072,102.18886,1.2,tp1
1.1.192.0,1.1.192.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.1.193.0,1.1.193.255,AS,TH,Thailand,Nong Bua Lamphu,Nong Bua Lamphu,39000,Asia/Jakarta,0,17.20406,102.44068,1.2,tp1
1.1.194.0,1.1.194.255,AS,TH,Thailand,Nong Khai,Pakkhat,16150,Asia/Jakarta,0,18.1963,103.351,1.2,tp1
1.1.195.0,1.1.195.255,AS,TH,Thailand,Nong Bua Lamphu,Nong Bua Lamphu,39000,Asia/Jakarta,0,17.20406,102.44068,1.5,tp1;tp2
1.1.196.0,1.1.196.255,AS,TH,Thailand,Nakhon Phanom,Si Songkhram,48150,Asia/Jakarta,0,17.62745,104.2507,1.5,tp1;tp2
1.1.197.0,1.1.197.255,AS,TH,Thailand,Nakhon Phanom,Pla Pak,48160,Asia/Jakarta,0,17.18064,104.52606,1.5,tp1;tp2
1.1.198.0,1.1.198.255,AS,TH,Thailand,Mukdahan,Don Tan,49120,Asia/Jakarta,0,16.31697,104.92,1.2,tp1
1.1.199.0,1.1.199.255,AS,TH,Thailand,Roi Et,Pathum Rat,45190,Asia/Jakarta,0,15.6345,103.34325,1.2,tp1
1.1.200.0,1.1.200.255,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.2,tp1
1.1.201.0,1.1.201.255,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
1.1.202.0,1.1.202.255,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.5,tp1;tp2
1.1.203.0,1.1.203.255,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
1.1.204.0,1.1.204.255,AS,TH,Thailand,Mukdahan,Don Tan,49120,Asia/Jakarta,0,16.31697,104.92,1.2,tp1
1.1.205.0,1.1.205.255,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.5,tp1;tp2
1.1.206.0,1.1.206.255,AS,TH,Thailand,Sakon Nakhon,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
1.1.207.0,1.1.207.255,AS,TH,Thailand,Nakhon Phanom,Si Songkhram,48150,Asia/Jakarta,0,17.62745,104.2507,1.5,tp1;tp2
1.1.208.0,1.1.209.255,AS,TH,Thailand,Nong Bua Lamphu,Nong Bua Lamphu,39000,Asia/Jakarta,0,17.20406,102.44068,1.4,tp1;tp2
1.1.210.0,1.1.210.255,AS,TH,Thailand,Sakon Nakhon,Akat Amnuai,48180,Asia/Jakarta,0,17.5964,103.982,1.2,tp2
1.1.211.0,1.1.211.255,AS,TH,Thailand,Roi Et,Nong Hi,45140,Asia/Jakarta,0,15.6112,103.995,1.2,tp2
1.1.212.0,1.1.212.255,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
1.1.213.0,1.1.213.255,AS,TH,Thailand,Nong Bua Lamphu,Nong Bua Lamphu,39000,Asia/Jakarta,0,17.20406,102.44068,1.5,tp1;tp2
1.1.214.0,1.1.214.255,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
1.1.215.0,1.1.215.255,AS,TH,Thailand,Loei,Dan Sai,42120,Asia/Jakarta,0,17.28011,101.14686,1.5,tp1;tp2
1.1.216.0,1.1.219.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.1.220.0,1.1.220.255,AS,TH,Thailand,Nan,Nan,55000,Asia/Jakarta,0,18.79292,100.72972,1.2,tp1
1.1.221.0,1.1.221.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.1.222.0,1.1.222.255,AS,TH,Thailand,Ubon Ratchathani,Phibun Mangsahan,34110,Asia/Jakarta,0,15.24467,105.22908,1.5,tp1;tp2
1.1.223.0,1.1.223.255,AS,TH,Thailand,Prachuap Khiri Khan,Prachuap Khiri Khan,77000,Asia/Jakarta,0,11.82098,99.7841,1.2,tp1
1.1.224.0,1.1.224.255,AS,TH,Thailand,Maha Sarakham,Maha Sarakham,44150,Asia/Jakarta,0,16.18483,103.30067,1.2,tp1
1.1.225.0,1.1.225.255,AS,TH,Thailand,Nakhon Ratchasima,Chok Chai,30190,Asia/Jakarta,0,14.72844,102.16524,1.2,tp1
1.1.226.0,1.1.226.255,AS,TH,Thailand,Maha Sarakham,Kosum Phisai,44140,Asia/Jakarta,0,16.24858,103.06739,1.5,tp1;tp2
1.1.227.0,1.1.227.255,AS,TH,Thailand,Si Sa Ket,Uthumphon Phisai,33120,Asia/Jakarta,0,15.11161,104.14011,1.2,tp1
1.1.228.0,1.1.228.255,AS,TH,Thailand,Nakhon Ratchasima,Nakhon Ratchasima,30280,Asia/Jakarta,0,14.97066,102.10196,1.2,tp1
1.1.229.0,1.1.229.255,AS,TH,Thailand,Maha Sarakham,Kosum Phisai,44140,Asia/Jakarta,0,16.24858,103.06739,1.5,tp1;tp2
1.1.230.0,1.1.231.255,AS,TH,Thailand,Nakhon Ratchasima,Pak Thong Chai,30150,Asia/Jakarta,0,14.7226,102.02512,1.4,tp1;tp2
1.1.232.0,1.1.232.255,AS,TH,Thailand,Sakon Nakhon,Kusuman,47210,Asia/Jakarta,0,17.33259,104.33147,1.2,tp1
1.1.233.0,1.1.233.255,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.2,tp1
1.1.234.0,1.1.234.255,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
1.1.235.0,1.1.235.255,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.5,tp1;tp2
1.1.236.0,1.1.236.255,AS,TH,Thailand,Udon Thani,Non Sa-at,40280,Asia/Jakarta,0,16.97914,102.8937,1.2,tp1
1.1.237.0,1.1.237.255,AS,TH,Thailand,Sakon Nakhon,Wanon Niwat,47120,Asia/Jakarta,0,17.63391,103.75241,1.2,tp1
1.1.238.0,1.1.238.255,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.5,tp1;tp2
1.1.239.0,1.1.239.255,AS,TH,Thailand,Nakhon Phanom,Pla Pak,48160,Asia/Jakarta,0,17.18064,104.52606,1.5,tp1;tp2
1.1.240.0,1.1.240.255,AS,TH,Thailand,Nakhon Ratchasima,Chum Phuang,30270,Asia/Jakarta,0,15.3486,102.742,1.2,tp2
1.1.241.0,1.1.241.255,AS,TH,Thailand,Nakhon Ratchasima,Khon Buri,30250,Asia/Jakarta,0,14.5254,102.246,1.2,tp2
1.1.242.0,1.1.242.255,AS,TH,Thailand,Nakhon Ratchasima,Dan Khun Thot,30210,Asia/Jakarta,0,15.2085,101.77138,1.2,tp1
1.1.243.0,1.1.243.255,AS,TH,Thailand,Nakhon Ratchasima,Non Sung,30160,Asia/Jakarta,0,15.1801,102.257,1.2,tp2
1.1.244.0,1.1.244.255,AS,TH,Thailand,Ubon Ratchathani,Si Mueang Mai,34250,Asia/Jakarta,0,15.4931,105.276,1.2,tp2
1.1.245.0,1.1.245.255,AS,TH,Thailand,Nakhon Ratchasima,Dan Khun Thot,30210,Asia/Jakarta,0,15.2085,101.77138,1.2,tp1
1.1.246.0,1.1.246.255,AS,TH,Thailand,Maha Sarakham,Na Chueak,44170,Asia/Jakarta,0,15.79911,103.03111,1.2,tp1
1.1.247.0,1.1.247.255,AS,TH,Thailand,Surin,Rattanaburi,33220,Asia/Jakarta,0,15.31788,103.84859,1.2,tp1
1.1.248.0,1.1.248.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.1.249.0,1.1.249.255,AS,TH,Thailand,Tak,Mae Sot,63110,Asia/Jakarta,0,16.71667,98.56667,1.2,tp1
1.1.250.0,1.1.250.255,AS,TH,Thailand,Chaiyaphum,Phu Khiao,36110,Asia/Jakarta,0,16.3765,102.12853,1.2,tp1
1.1.251.0,1.1.251.255,AS,TH,Thailand,Surin,Rattanaburi,33220,Asia/Jakarta,0,15.31788,103.84859,1.2,tp1
1.1.252.0,1.1.252.255,AS,TH,Thailand,Surin,Chom Phra,32180,Asia/Jakarta,0,15.11814,103.60743,1.2,tp1
1.1.253.0,1.1.255.255,AS,TH,Thailand,Bangkok,Dusit,10300,Asia/Jakarta,0,13.7771,100.52,1.2,tp1;tp2
1.2.0.0,1.2.1.255,AS,CN,China,Fujian,Fuzhou,350000,Asia/Shanghai,0,26.06139,119.30611,1.1,tp1
1.2.2.0,1.2.2.255,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.5,tp1;tp2
1.2.3.0,1.2.3.255,EU,PL,Poland,Mazovia,Warsaw,05-077,Europe/Warsaw,1,52.22977,21.01178,2.7,geofeed|https://ukrfast.com.ua/193_9_158_128_geofeed_warsaw.csv;tp1
1.2.4.0,1.2.4.255,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.2,tp1
1.2.5.0,1.2.7.255,AS,CN,China,Fujian,Fuzhou,350000,Asia/Shanghai,0,26.06139,119.30611,1.1,tp1
1.2.8.0,1.2.8.255,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.5,tp1;tp2
1.2.9.0,1.2.127.255,AS,CN,China,Guangdong,Guangzhou,510000,Asia/Shanghai,0,23.12736,113.26457,1.3,tp1;tp2
1.2.128.0,1.2.128.255,AS,TH,Thailand,Nakhon Phanom,That Phanom,48110,Asia/Jakarta,0,16.93636,104.71039,1.2,tp1
1.2.129.0,1.2.129.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.2,tp1
1.2.130.0,1.2.130.255,AS,TH,Thailand,Udon Thani,Kut Chap,,Asia/Jakarta,0,17.4257,102.567,1.2,tp2
1.2.131.0,1.2.131.255,AS,TH,Thailand,Udon Thani,Ban Dung,,Asia/Jakarta,0,17.699,103.26,1.2,tp2
1.2.132.0,1.2.132.255,AS,TH,Thailand,Bueng Kan,Phon Charoen,47250,Asia/Jakarta,0,18.0375,103.715,1.5,tp1;tp2
1.2.133.0,1.2.133.255,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
1.2.134.0,1.2.134.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.2,tp1
1.2.135.0,1.2.135.255,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
1.2.136.0,1.2.136.255,AS,TH,Thailand,Sakon Nakhon,Sakon Nakhon,47260,Asia/Jakarta,0,17.16116,104.14725,1.2,tp1
1.2.137.0,1.2.137.255,AS,TH,Thailand,Udon Thani,Nam Som,42210,Asia/Jakarta,0,17.77036,102.18947,1.2,tp1
1.2.138.0,1.2.138.255,AS,TH,Thailand,Loei,Phu Luang,42230,Asia/Jakarta,0,17.1392,101.66392,1.5,tp1;tp2
1.2.139.0,1.2.139.255,AS,TH,Thailand,Sakon Nakhon,Phang Khon,47160,Asia/Jakarta,0,17.3905,103.71692,1.2,tp1
1.2.140.0,1.2.140.255,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
1.2.141.0,1.2.141.255,AS,TH,Thailand,Udon Thani,Kumphawapi,41000,Asia/Jakarta,0,17.10875,103.01487,1.5,tp1;tp2
1.2.142.0,1.2.142.255,AS,TH,Thailand,Sakon Nakhon,Phang Khon,47160,Asia/Jakarta,0,17.3905,103.717,1.2,tp2
1.2.143.0,1.2.143.255,AS,TH,Thailand,Udon Thani,Udon Thani,,Asia/Jakarta,0,17.4157,102.786,1.2,tp2
1.2.144.0,1.2.144.255,AS,TH,Thailand,Udon Thani,Ban Phan Don,41000,Asia/Jakarta,0,17.1427,102.973,1.2,tp2
1.2.145.0,1.2.145.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.5,tp1;tp2
1.2.146.0,1.2.146.255,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
1.2.147.0,1.2.147.255,AS,TH,Thailand,Udon Thani,Nam Som,42210,Asia/Jakarta,0,17.77036,102.18947,1.5,tp1;tp2
1.2.148.0,1.2.148.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.2,tp1
1.2.149.0,1.2.149.255,AS,TH,Thailand,Udon Thani,Udon Thani,,Asia/Jakarta,0,17.41567,102.78589,1.5,tp1;tp2
1.2.150.0,1.2.150.255,AS,TH,Thailand,Khon Kaen,Khon Kaen,40270,Asia/Jakarta,0,16.44671,102.833,1.5,tp1;tp2
1.2.151.0,1.2.151.127,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.4905,101.727,1.2,tp2
1.2.151.128,1.2.152.255,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.1,tp1
1.2.153.0,1.2.153.255,AS,TH,Thailand,Khon Kaen,Khon Kaen,40270,Asia/Jakarta,0,16.44671,102.833,1.2,tp1
1.2.154.0,1.2.154.255,AS,TH,Thailand,Nong Bua Lamphu,Non Sang,39140,Asia/Jakarta,0,16.8687,102.566,1.2,tp2
1.2.155.0,1.2.155.255,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.4905,101.727,1.2,tp2
1.2.156.0,1.2.156.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.362,1.5,tp1;tp2
1.2.157.0,1.2.157.255,AS,TH,Thailand,Udon Thani,Na Yung,41380,Asia/Jakarta,0,17.8975,102.15,1.2,tp2
1.2.158.0,1.2.158.255,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.2,tp1
1.2.159.0,1.2.159.255,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
1.2.160.0,1.2.163.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.2.164.0,1.2.164.255,AS,TH,Thailand,Chai Nat,Hankha,17130,Asia/Jakarta,0,14.98122,100.0147,1.2,tp1
1.2.165.0,1.2.165.255,AS,TH,Thailand,Nakhon Sawan,Lat Yao,60150,Asia/Jakarta,0,15.751,99.78925,1.2,tp1
1.2.166.0,1.2.166.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.167.0,1.2.167.255,AS,TH,Thailand,Narathiwat,Rueso,96150,Asia/Jakarta,0,6.39364,101.51847,1.5,tp1;tp2
1.2.168.0,1.2.168.255,AS,TH,Thailand,Surin,Chom Phra,32180,Asia/Jakarta,0,15.11814,103.60743,1.5,tp1;tp2
1.2.169.0,1.2.169.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.170.0,1.2.170.255,AS,TH,Thailand,Sukhothai,Si Samrong,64120,Asia/Jakarta,0,17.164,99.86222,1.2,tp1
1.2.171.0,1.2.171.255,AS,TH,Thailand,Nakhon Pathom,Kamphaeng Saen,73130,Asia/Jakarta,0,13.9977,99.99215,1.5,tp1;tp2
1.2.172.0,1.2.172.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.173.0,1.2.173.255,AS,TH,Thailand,Narathiwat,Tak Bai,96110,Asia/Jakarta,0,6.25947,102.05461,1.2,tp1
1.2.174.0,1.2.174.255,AS,TH,Thailand,Tak,Mae Sot,63110,Asia/Jakarta,0,16.71667,98.56667,1.2,tp1
1.2.175.0,1.2.175.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.176.0,1.2.176.255,AS,TH,Thailand,Chanthaburi,Khlung,22110,Asia/Jakarta,0,12.45467,102.22142,1.2,tp1
1.2.177.0,1.2.177.255,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.2,tp1
1.2.178.0,1.2.178.255,AS,TH,Thailand,Pathum Thani,Ban Lam Luk Ka,12150,Asia/Jakarta,0,13.97738,100.77776,1.2,tp1
1.2.179.0,1.2.179.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.180.0,1.2.180.255,AS,TH,Thailand,Surat Thani,Ko Samui,84140,Asia/Jakarta,0,9.53567,99.93567,1.2,tp1
1.2.181.0,1.2.181.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.182.0,1.2.182.255,AS,TH,Thailand,Phuket,Thalang,83110,Asia/Jakarta,0,8.0317,98.33408,1.2,tp1
1.2.183.0,1.2.183.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
1.2.184.0,1.2.184.255,AS,TH,Thailand,Chai Nat,Sapphaya,17150,Asia/Jakarta,0,15.14616,100.24215,1.2,tp1
1.2.185.0,1.2.185.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.5,tp1;tp2
1.2.186.0,1.2.186.255,AS,TH,Thailand,Pattani,Mae Lan,94180,Asia/Jakarta,0,6.66114,101.23958,1.2,tp1
1.2.187.0,1.2.187.255,AS,TH,Thailand,Nakhon Pathom,Kamphaeng Saen,73130,Asia/Jakarta,0,13.9977,99.99215,1.2,tp1
1.2.188.0,1.2.188.255,AS,TH,Thailand,Phra Nakhon Si Ayutthaya,Phra Nakhon Si Ayutthaya,13120,Asia/Jakarta,0,14.3517,100.577,1.2,tp2
1.2.189.0,1.2.189.255,AS,TH,Thailand,Ang Thong,Ang Thong,14000,Asia/Jakarta,0,14.5884,100.453,1.2,tp2
1.2.190.0,1.2.190.255,AS,TH,Thailand,Pattani,Mayo,94000,Asia/Jakarta,0,6.71864,101.40983,1.2,tp1
1.2.191.0,1.2.193.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.2.194.0,1.2.194.31,AS,TH,Thailand,Uthai Thani,Nong Chang,61110,Asia/Jakarta,0,15.3915,99.8415,1.2,tp2
1.2.194.32,1.2.195.255,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.4,tp1;tp2
1.2.196.0,1.2.196.255,AS,TH,Thailand,Nakhon Sawan,Krok Phra,60170,Asia/Jakarta,0,15.55589,100.07153,1.5,tp1;tp2
1.2.197.0,1.2.197.255,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.5,tp1;tp2
1.2.198.0,1.2.198.255,AS,TH,Thailand,Nakhon Sawan,Takhli,17150,Asia/Jakarta,0,15.26336,100.34378,1.5,tp1;tp2
1.2.199.0,1.2.199.255,AS,TH,Thailand,Phetchabun,Lom Sak,67110,Asia/Jakarta,0,16.77983,101.24225,1.5,tp1;tp2
1.2.200.0,1.2.200.255,AS,TH,Thailand,Uthai Thani,Ban Rai,61170,Asia/Jakarta,0,15.08417,99.52108,1.2,tp1
1.2.201.0,1.2.201.255,AS,TH,Thailand,Kamphaeng Phet,Bueng Samakkhi,62130,Asia/Jakarta,0,16.18728,99.97525,1.2,tp1
1.2.202.0,1.2.202.255,AS,TH,Thailand,Phichit,Phichit,66000,Asia/Jakarta,0,16.44184,100.34879,1.5,tp1;tp2
1.2.203.0,1.2.203.255,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.2,tp1
1.2.204.0,1.2.204.255,AS,TH,Thailand,Phitsanulok,Phitsanulok,65000,Asia/Jakarta,0,16.82481,100.25858,1.2,tp1
1.2.205.0,1.2.205.255,AS,TH,Thailand,Chai Nat,Chai Nat,17000,Asia/Jakarta,0,15.18636,100.12353,1.2,tp1
1.2.206.0,1.2.206.255,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.5,tp1;tp2
1.2.207.0,1.2.207.255,AS,TH,Thailand,Chai Nat,Chai Nat,17000,Asia/Jakarta,0,15.18636,100.12353,1.5,tp1;tp2
1.2.208.0,1.2.208.255,AS,TH,Thailand,Nonthaburi,Mueang Nonthaburi,10250,Asia/Jakarta,0,13.86075,100.51477,1.2,tp1
1.2.209.0,1.2.209.127,AS,TH,Thailand,Nonthaburi,Bang Yai,11140,Asia/Jakarta,0,13.8434,100.363,1.1,tp2
1.2.209.128,1.2.209.255,AS,TH,Thailand,Pathum Thani,Pathum Thani,12160,Asia/Jakarta,0,14.0135,100.53,1.2,tp2
1.2.210.0,1.2.210.143,AS,TH,Thailand,Samut Prakan,Samut Prakan,10270,Asia/Jakarta,0,13.5976,100.597,1.2,tp2
1.2.210.144,1.2.212.15,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.2.212.16,1.2.212.255,AS,TH,Thailand,Bangkok,Min Buri,10510,Asia/Jakarta,0,13.8134,100.732,1.2,tp2
1.2.213.0,1.2.213.255,AS,TH,Thailand,Nonthaburi,Mueang Nonthaburi,10250,Asia/Jakarta,0,13.86075,100.51477,1.2,tp1
1.2.214.0,1.2.215.255,AS,TH,Thailand,Bangkok,Bang Kapi,10240,Asia/Jakarta,0,13.7653,100.647,1.2,tp2
1.2.216.0,1.2.216.191,AS,TH,Thailand,Bangkok,Min Buri,10510,Asia/Jakarta,0,13.8362,100.735,1.2,tp2
1.2.216.192,1.2.216.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.2.217.0,1.2.217.255,AS,TH,Thailand,Bangkok,Lak Si,10220,Asia/Jakarta,0,13.8872,100.579,1.1,tp2
1.2.218.0,1.2.218.255,AS,TH,Thailand,Samut Prakan,Bang Phli,10540,Asia/Jakarta,0,13.6068,100.712,1.2,tp2
1.2.219.0,1.2.219.255,AS,TH,Thailand,Nonthaburi,Bang Yai,11140,Asia/Jakarta,0,13.84341,100.36251,1.2,tp1
1.2.220.0,1.2.220.255,AS,TH,Thailand,Bangkok,Bang Khen,10220,Asia/Jakarta,0,13.8774,100.626,1.2,tp2
1.2.221.0,1.2.222.255,AS,TH,Thailand,Bangkok,Ban Khlong Sakae,10260,Asia/Jakarta,0,13.7313,100.622,1.2,tp2
1.2.223.0,1.2.223.255,AS,TH,Thailand,Bangkok,Nong Chok,10530,Asia/Jakarta,0,13.8559,100.862,1.2,tp2
1.2.224.0,1.2.224.255,AS,TH,Thailand,Surin,Rattanaburi,33220,Asia/Jakarta,0,15.31788,103.84859,1.2,tp1
1.2.225.0,1.2.225.255,AS,TH,Thailand,Nakhon Ratchasima,Chum Phuang,30270,Asia/Jakarta,0,15.34861,102.74161,1.2,tp1
1.2.226.0,1.2.226.255,AS,TH,Thailand,Surin,Rattanaburi,33220,Asia/Jakarta,0,15.31788,103.84859,1.2,tp1
1.2.227.0,1.2.227.255,AS,TH,Thailand,Chaiyaphum,Khon San,40130,Asia/Jakarta,0,16.61286,101.91944,1.2,tp1
1.2.228.0,1.2.228.255,AS,TH,Thailand,Surin,Prasat,,Asia/Jakarta,0,14.64039,103.40447,1.2,tp1
1.2.229.0,1.2.229.255,AS,TH,Thailand,Surin,Rattanaburi,33220,Asia/Jakarta,0,15.31788,103.84859,1.2,tp1
1.2.230.0,1.2.230.255,AS,TH,Thailand,Surin,Prasat,,Asia/Jakarta,0,14.64039,103.40447,1.2,tp1
1.2.231.0,1.2.231.255,AS,TH,Thailand,Maha Sarakham,Borabue,44130,Asia/Jakarta,0,16.03847,103.11906,1.2,tp1
1.2.232.0,1.2.232.255,AS,TH,Thailand,Nakhon Si Thammarat,Phra Phrom,80230,Asia/Jakarta,0,8.33911,99.90092,1.2,tp1
1.2.233.0,1.2.233.255,AS,TH,Thailand,Nakhon Si Thammarat,Chian Yai,80190,Asia/Jakarta,0,8.16936,100.1447,1.2,tp1
1.2.234.0,1.2.234.255,AS,TH,Thailand,Nakhon Si Thammarat,Nakhon Si Thammarat,80230,Asia/Jakarta,0,8.43333,99.96667,1.2,tp1
1.2.235.0,1.2.235.255,AS,TH,Thailand,Phang Nga,Khura Buri,82150,Asia/Jakarta,0,9.19397,98.41514,1.5,tp1;tp2
1.2.236.0,1.2.237.255,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.1,tp1
1.2.238.0,1.2.238.255,AS,TH,Thailand,Nakhon Si Thammarat,Pak Phanang,80140,Asia/Jakarta,0,8.35109,100.20195,1.2,tp1
