startIp,endIp,continent,countryCode,country,state,city,zip,timezone,isDst,latitude,longitude,accuracy,sources
::ffff:101:8e00,::ffff:101:97ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:9800,::ffff:101:98ff,AS,TH,Thailand,Nakhon Si Thammarat,Chulabhorn,80130,Asia/Jakarta,0,8.07597,99.86947,1.2,tp1
::ffff:101:9900,::ffff:101:99ff,AS,TH,Thailand,Nakhon Si Thammarat,Khanom,80270,Asia/Jakarta,0,9.20807,99.86143,1.2,tp1
::ffff:101:9a00,::ffff:101:9aff,AS,TH,Thailand,Ranong,Kra Buri,85110,Asia/Jakarta,0,10.40429,98.77266,1.2,tp1
::ffff:101:9b00,::ffff:101:9bff,AS,TH,Thailand,Phang Nga,Phang Nga,82130,Asia/Jakarta,0,8.4509,98.52985,1.2,tp1
::ffff:101:9c00,::ffff:101:9cff,AS,TH,Thailand,Phang Nga,Khura Buri,82150,Asia/Jakarta,0,9.19397,98.41514,1.2,tp1
::ffff:101:9d00,::ffff:101:9dff,AS,TH,Thailand,Surat Thani,Ko Samui,84140,Asia/Jakarta,0,9.53567,99.93567,1.2,tp1
::ffff:101:9e00,::ffff:101:9eff,AS,TH,Thailand,Chumphon,Tha Sae,86140,Asia/Jakarta,0,10.66461,99.17281,1.2,tp1
::ffff:101:9f00,::ffff:101:9fff,AS,TH,Thailand,Nakhon Si Thammarat,Thung Song,80110,Asia/Jakarta,0,8.16453,99.68039,1.2,tp1
::ffff:101:a000,::ffff:101:a0ff,AS,TH,Thailand,Phrae,Long,54150,Asia/Jakarta,0,18.07606,99.83256,1.2,tp1
::ffff:101:a100,::ffff:101:a1ff,AS,TH,Thailand,Chiang Mai,Chiang Mai,50000,Asia/Jakarta,0,18.79069,98.98468,1.2,tp1
::ffff:101:a200,::ffff:101:a2ff,AS,TH,Thailand,Chiang Rai,Wiang Chai,57210,Asia/Jakarta,0,19.88361,99.93314,1.2,tp1
::ffff:101:a300,::ffff:101:a3ff,AS,TH,Thailand,Mae Hong Son,Ban Huai I Huak,58110,Asia/Jakarta,0,18.07861,98.035,1.2,tp1
::ffff:101:a400,::ffff:101:a4ff,AS,TH,Thailand,Chiang Rai,Wiang Pa Pao,57170,Asia/Jakarta,0,19.34778,99.50772,1.2,tp1
::ffff:101:a500,::ffff:101:a5ff,AS,TH,Thailand,Phayao,Chiang Kham,56110,Asia/Jakarta,0,19.52331,100.3,1.2,tp1
::ffff:101:a600,::ffff:101:a6ff,AS,TH,Thailand,Chiang Rai,Wiang Pa Pao,57170,Asia/Jakarta,0,19.34778,99.50772,1.2,tp1
::ffff:101:a700,::ffff:101:a7ff,AS,TH,Thailand,Phayao,Chiang Kham,56110,Asia/Jakarta,0,19.52331,100.3,1.2,tp1
::ffff:101:a800,::ffff:101:a8ff,AS,TH,Thailand,Chiang Mai,Chiang Mai,50000,Asia/Jakarta,0,18.79069,98.98468,1.2,tp1
::ffff:101:a900,::ffff:101:a9ff,AS,TH,Thailand,Chiang Rai,Wiang Pa Pao,57170,Asia/Jakarta,0,19.34778,99.50772,1.2,tp1
::ffff:101:aa00,::ffff:101:aaff,AS,TH,Thailand,Chiang Rai,Khun Tan,57160,Asia/Jakarta,0,19.83353,100.25858,1.2,tp1
::ffff:101:ab00,::ffff:101:abff,AS,TH,Thailand,Chiang Mai,Chiang Mai,50000,Asia/Jakarta,0,18.79069,98.98468,1.2,tp1
::ffff:101:ac00,::ffff:101:acff,AS,TH,Thailand,Chiang Mai,San Pa Tong,50120,Asia/Jakarta,0,18.62828,98.89572,1.2,tp1
::ffff:101:ad00,::ffff:101:adff,AS,TH,Thailand,Chiang Rai,Wiang Pa Pao,57170,Asia/Jakarta,0,19.34778,99.50772,1.2,tp1
::ffff:101:ae00,::ffff:101:aeff,AS,TH,Thailand,Chiang Rai,Thoeng,57160,Asia/Jakarta,0,19.68508,100.19456,1.2,tp1
::ffff:101:af00,::ffff:101:afff,AS,TH,Thailand,Chiang Rai,Mae Lao,57000,Asia/Jakarta,0,19.79003,99.69967,1.2,tp1
::ffff:101:b000,::ffff:101:b3ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:b400,::ffff:101:b4ff,AS,TH,Thailand,Yasothon,Yasothon,35000,Asia/Jakarta,0,15.79408,104.1451,1.2,tp1
::ffff:101:b500,::ffff:101:b5ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:b600,::ffff:101:b6ff,AS,TH,Thailand,Ubon Ratchathani,Ubon Ratchathani,34000,Asia/Jakarta,0,15.22483,104.85289,1.2,tp1
::ffff:101:b700,::ffff:101:b7ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:b800,::ffff:101:b8ff,AS,TH,Thailand,Sakon Nakhon,Khok Si Suphan,47260,Asia/Jakarta,0,17.04358,104.27311,1.2,tp1
::ffff:101:b900,::ffff:101:bbff,AS,TH,Thailand,Sakon Nakhon,Sakon Nakhon,47260,Asia/Jakarta,0,17.16116,104.14725,1.2,tp1
::ffff:101:bc00,::ffff:101:bcff,AS,TH,Thailand,Satun,La-ngu,91110,Asia/Jakarta,0,6.88492,99.78836,1.2,tp1
::ffff:101:bd00,::ffff:101:bdff,AS,TH,Thailand,Phuket,Ban Phru Nai,83110,Asia/Jakarta,0,7.93333,98.58333,1.2,tp1
::ffff:101:be00,::ffff:101:beff,AS,TH,Thailand,Roi Et,Selaphum,45110,Asia/Jakarta,0,16.02992,103.93826,1.2,tp1
::ffff:101:bf00,::ffff:101:bfff,AS,TH,Thailand,Kalasin,Kuchinarai,46110,Asia/Jakarta,0,16.541,104.05004,1.2,tp1
::ffff:101:c000,::ffff:101:c0ff,AS,TH,Thailand,Mukdahan,Wan Yai,49150,Asia/Jakarta,0,16.72229,104.74136,1.2,tp1
::ffff:101:c100,::ffff:101:c2ff,AS,TH,Thailand,Nakhon Phanom,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
::ffff:101:c300,::ffff:101:c3ff,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.2,tp1
::ffff:101:c400,::ffff:101:c4ff,AS,TH,Thailand,Nong Khai,Fao Rai,43120,Asia/Jakarta,0,18.0619,103.365,1.2,tp1
::ffff:101:c500,::ffff:101:c5ff,AS,TH,Thailand,Loei,Dan Sai,42120,Asia/Jakarta,0,17.28011,101.14686,1.2,tp1
::ffff:101:c600,::ffff:101:c6ff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:101:c700,::ffff:101:c7ff,AS,TH,Thailand,Sakon Nakhon,Phanna Nikhom,47130,Asia/Jakarta,0,17.35245,103.85032,1.2,tp1
::ffff:101:c800,::ffff:101:c8ff,AS,TH,Thailand,Nakhon Phanom,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
::ffff:101:c900,::ffff:101:c9ff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:101:ca00,::ffff:101:caff,AS,TH,Thailand,Sakon Nakhon,Nikhom Nam Un,47270,Asia/Jakarta,0,17.18314,103.71842,1.2,tp1
::ffff:101:cb00,::ffff:101:cbff,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
::ffff:101:cc00,::ffff:101:ccff,AS,TH,Thailand,Sakon Nakhon,Kusuman,47210,Asia/Jakarta,0,17.33259,104.33147,1.2,tp1
::ffff:101:cd00,::ffff:101:cdff,AS,TH,Thailand,Nong Bua Lam Phu,Nong Bua Lamphu,39000,Asia/Jakarta,0,17.20406,102.44068,1.2,tp1
::ffff:101:ce00,::ffff:101:ceff,AS,TH,Thailand,Nong Bua Lam Phu,Si Bun Rueang,39180,Asia/Jakarta,0,16.96705,102.27607,1.2,tp1
::ffff:101:cf00,::ffff:101:cfff,AS,TH,Thailand,Nakhon Phanom,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
::ffff:101:d000,::ffff:101:d0ff,AS,TH,Thailand,Nakhon Phanom,Renu Nakhon,48170,Asia/Jakarta,0,17.05157,104.67709,1.2,tp1
::ffff:101:d100,::ffff:101:d1ff,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
::ffff:101:d200,::ffff:101:d2ff,AS,TH,Thailand,Sakon Nakhon,Phon Na Kaeo,47210,Asia/Jakarta,0,17.22122,104.28994,1.2,tp1
::ffff:101:d300,::ffff:101:d3ff,AS,TH,Thailand,Kalasin,Na Mon,46230,Asia/Jakarta,0,16.57653,103.78711,1.2,tp1
::ffff:101:d400,::ffff:101:d4ff,AS,TH,Thailand,Nakhon Phanom,Ban Phaeng,48140,Asia/Jakarta,0,17.96507,104.21534,1.2,tp1
::ffff:101:d500,::ffff:101:d5ff,AS,TH,Thailand,Nakhon Phanom,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
::ffff:101:d600,::ffff:101:d6ff,AS,TH,Thailand,Loei,Dan Sai,42120,Asia/Jakarta,0,17.28011,101.14686,1.2,tp1
::ffff:101:d700,::ffff:101:d7ff,AS,TH,Thailand,Loei,Wang Saphung,42130,Asia/Jakarta,0,17.30097,101.7685,1.2,tp1
::ffff:101:d800,::ffff:101:dbff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:dc00,::ffff:101:dcff,AS,TH,Thailand,Chiang Rai,Wiang Chiang Rung,57310,Asia/Jakarta,0,20.01328,100.05639,1.2,tp1
::ffff:101:dd00,::ffff:101:dfff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:e000,::ffff:101:e0ff,AS,TH,Thailand,Maha Sarakham,Kosum Phisai,44140,Asia/Jakarta,0,16.24858,103.06739,1.2,tp1
::ffff:101:e100,::ffff:101:e1ff,AS,TH,Thailand,Nakhon Ratchasima,Pak Thong Chai,30150,Asia/Jakarta,0,14.7226,102.02512,1.2,tp1
::ffff:101:e200,::ffff:101:e2ff,AS,TH,Thailand,Nakhon Ratchasima,Wang Nam Khiao,,Asia/Jakarta,0,14.41801,101.86113,1.2,tp1
::ffff:101:e300,::ffff:101:e3ff,AS,TH,Thailand,Si Sa Ket,Uthumphon Phisai,33120,Asia/Jakarta,0,15.11161,104.14011,1.2,tp1
::ffff:101:e400,::ffff:101:e4ff,AS,TH,Thailand,Nakhon Ratchasima,Pak Chong,30130,Asia/Jakarta,0,14.70802,101.41614,1.2,tp1
::ffff:101:e500,::ffff:101:e5ff,AS,TH,Thailand,Maha Sarakham,Kosum Phisai,44140,Asia/Jakarta,0,16.24858,103.06739,1.2,tp1
::ffff:101:e600,::ffff:101:e6ff,AS,TH,Thailand,Maha Sarakham,Borabue,44130,Asia/Jakarta,0,16.03847,103.11906,1.2,tp1
::ffff:101:e700,::ffff:101:e7ff,AS,TH,Thailand,Si Sa Ket,Phu Sing,33150,Asia/Jakarta,0,14.54744,104.13167,1.2,tp1
::ffff:101:e800,::ffff:101:e8ff,AS,TH,Thailand,Nakhon Phanom,Akat Amnuai,48180,Asia/Jakarta,0,17.59639,103.9816,1.2,tp1
::ffff:101:e900,::ffff:101:e9ff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:101:ea00,::ffff:101:eaff,AS,TH,Thailand,Sakon Nakhon,Phang Khon,47160,Asia/Jakarta,0,17.3905,103.71692,1.2,tp1
::ffff:101:eb00,::ffff:101:ebff,AS,TH,Thailand,Kalasin,Kalasin,46000,Asia/Jakarta,0,16.43281,103.50658,1.2,tp1
::ffff:101:ec00,::ffff:101:ecff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:101:ed00,::ffff:101:edff,AS,TH,Thailand,Nong Bua Lam Phu,Nong Bua Lamphu,39000,Asia/Jakarta,0,17.20406,102.44068,1.2,tp1
::ffff:101:ee00,::ffff:101:eeff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:101:ef00,::ffff:101:efff,AS,TH,Thailand,Nakhon Phanom,Pla Pak,48160,Asia/Jakarta,0,17.18064,104.52606,1.2,tp1
::ffff:101:f000,::ffff:101:f0ff,AS,TH,Thailand,Amnat Charoen,Hua Taphan,37210,Asia/Jakarta,0,15.69714,104.49139,1.2,tp1
::ffff:101:f100,::ffff:101:f1ff,AS,TH,Thailand,Maha Sarakham,Maha Sarakham,44150,Asia/Jakarta,0,16.18483,103.30067,1.2,tp1
::ffff:101:f200,::ffff:101:f2ff,AS,TH,Thailand,Maha Sarakham,Kosum Phisai,44140,Asia/Jakarta,0,16.24858,103.06739,1.2,tp1
::ffff:101:f300,::ffff:101:f3ff,AS,TH,Thailand,Maha Sarakham,Phayakkhaphum Phisai,44110,Asia/Jakarta,0,15.51631,103.19367,1.2,tp1
::ffff:101:f400,::ffff:101:f4ff,AS,TH,Thailand,Si Sa Ket,Prang Ku,33170,Asia/Jakarta,0,14.85672,104.03981,1.2,tp1
::ffff:101:f500,::ffff:101:f5ff,AS,TH,Thailand,Surin,Prasat,,Asia/Jakarta,0,14.64039,103.40447,1.2,tp1
::ffff:101:f600,::ffff:101:f6ff,AS,TH,Thailand,Maha Sarakham,Phayakkhaphum Phisai,44110,Asia/Jakarta,0,15.51631,103.19367,1.2,tp1
::ffff:101:f700,::ffff:101:f7ff,AS,TH,Thailand,Amnat Charoen,Hua Taphan,37210,Asia/Jakarta,0,15.69714,104.49139,1.2,tp1
::ffff:101:f800,::ffff:101:f9ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:101:fa00,::ffff:101:faff,AS,TH,Thailand,Chaiyaphum,Chatturat,36130,Asia/Jakarta,0,15.56542,101.84547,1.2,tp1
::ffff:101:fb00,::ffff:101:fbff,AS,TH,Thailand,Amnat Charoen,Hua Taphan,37210,Asia/Jakarta,0,15.69714,104.49139,1.2,tp1
::ffff:101:fc00,::ffff:101:fcff,AS,TH,Thailand,Ubon Ratchathani,Buntharik,34110,Asia/Jakarta,0,14.75639,105.41147,1.2,tp1
::ffff:101:fd00,::ffff:101:ffff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:0,::ffff:102:1ff,AS,CN,China,Fujian,Fuzhou,350000,Asia/Shanghai,0,26.06139,119.30611,1.2,tp1
::ffff:102:200,::ffff:102:2ff,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.2,tp1
::ffff:102:300,::ffff:102:3ff,OC,AU,Australia,Queensland,Brisbane,4000,Australia/Brisbane,0,-27.46754,153.02809,1.2,tp1
::ffff:102:400,::ffff:102:4ff,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.2,tp1
::ffff:102:500,::ffff:102:7ff,AS,CN,China,Fujian,Fuzhou,350000,Asia/Shanghai,0,26.06139,119.30611,1.2,tp1
::ffff:102:800,::ffff:102:8ff,AS,CN,China,Beijing,Beijing,100000,Asia/Shanghai,0,39.9075,116.3971,1.2,tp1
::ffff:102:900,::ffff:102:7fff,AS,CN,China,Guangdong,Guangzhou,510000,Asia/Shanghai,0,23.12736,113.26457,1.2,tp1
::ffff:102:8000,::ffff:102:80ff,AS,TH,Thailand,Udon Thani,Ban Phan Don,41000,Asia/Jakarta,0,17.14272,102.97261,1.2,tp1
::ffff:102:8100,::ffff:102:81ff,AS,TH,Thailand,Nong Khai,Sa Khrai,43110,Asia/Jakarta,0,17.67544,102.7507,1.2,tp1
::ffff:102:8200,::ffff:102:82ff,AS,TH,Thailand,Udon Thani,Kut Chap,,Asia/Jakarta,0,17.4257,102.56692,1.2,tp1
::ffff:102:8300,::ffff:102:83ff,AS,TH,Thailand,Khon Kaen,Non Sa-at,40280,Asia/Jakarta,0,16.97914,102.8937,1.2,tp1
::ffff:102:8400,::ffff:102:84ff,AS,TH,Thailand,Nong Bua Lam Phu,Na Wang,39170,Asia/Jakarta,0,17.32444,102.0783,1.2,tp1
::ffff:102:8500,::ffff:102:85ff,AS,TH,Thailand,Loei,Dan Sai,42120,Asia/Jakarta,0,17.28011,101.14686,1.2,tp1
::ffff:102:8600,::ffff:102:86ff,AS,TH,Thailand,Sakon Nakhon,Phanna Nikhom,47130,Asia/Jakarta,0,17.35245,103.85032,1.2,tp1
::ffff:102:8700,::ffff:102:87ff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:8800,::ffff:102:88ff,AS,TH,Thailand,Loei,Dan Sai,42120,Asia/Jakarta,0,17.28011,101.14686,1.2,tp1
::ffff:102:8900,::ffff:102:89ff,AS,TH,Thailand,Mukdahan,Khamcha-i,49110,Asia/Jakarta,0,16.57764,104.41956,1.2,tp1
::ffff:102:8a00,::ffff:102:8bff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:8c00,::ffff:102:8cff,AS,TH,Thailand,Khon Kaen,Khon Kaen,40270,Asia/Jakarta,0,16.44671,102.833,1.2,tp1
::ffff:102:8d00,::ffff:102:8dff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:102:8e00,::ffff:102:8eff,AS,TH,Thailand,Sakon Nakhon,Phang Khon,47160,Asia/Jakarta,0,17.3905,103.71692,1.2,tp1
::ffff:102:8f00,::ffff:102:8fff,AS,TH,Thailand,Udon Thani,Udon Thani,,Asia/Jakarta,0,17.41567,102.78589,1.2,tp1
::ffff:102:9000,::ffff:102:90ff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:9100,::ffff:102:91ff,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.2,tp1
::ffff:102:9200,::ffff:102:92ff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:9300,::ffff:102:93ff,AS,TH,Thailand,Udon Thani,Nong Saeng,41000,Asia/Jakarta,0,17.16739,102.78081,1.2,tp1
::ffff:102:9400,::ffff:102:94ff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:9500,::ffff:102:95ff,AS,TH,Thailand,Loei,Loei,42000,Asia/Jakarta,0,17.49052,101.72749,1.2,tp1
::ffff:102:9600,::ffff:102:96ff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:9700,::ffff:102:97ff,AS,TH,Thailand,Loei,Phu Ruea,42160,Asia/Jakarta,0,17.4538,101.36231,1.2,tp1
::ffff:102:9800,::ffff:102:98ff,AS,TH,Thailand,Maha Sarakham,Sam Sung,44160,Asia/Jakarta,0,16.5432,103.07992,1.2,tp1
::ffff:102:9900,::ffff:102:99ff,AS,TH,Thailand,Udon Thani,Nam Som,42210,Asia/Jakarta,0,17.77036,102.18947,1.2,tp1
::ffff:102:9a00,::ffff:102:9bff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:9c00,::ffff:102:9cff,AS,TH,Thailand,Sakon Nakhon,Phang Khon,47160,Asia/Jakarta,0,17.3905,103.71692,1.2,tp1
::ffff:102:9d00,::ffff:102:9dff,AS,TH,Thailand,Sakon Nakhon,Wanon Niwat,47120,Asia/Jakarta,0,17.63391,103.75241,1.2,tp1
::ffff:102:9e00,::ffff:102:9eff,AS,TH,Thailand,Mukdahan,Mukdahan,49000,Asia/Jakarta,0,16.54531,104.72351,1.2,tp1
::ffff:102:9f00,::ffff:102:9fff,AS,TH,Thailand,Udon Thani,Kut Chap,,Asia/Jakarta,0,17.4257,102.56692,1.2,tp1
::ffff:102:a000,::ffff:102:a3ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:a400,::ffff:102:a4ff,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.2,tp1
::ffff:102:a500,::ffff:102:a5ff,AS,TH,Thailand,Tak,Mae Sot,63110,Asia/Jakarta,0,16.71667,98.56667,1.2,tp1
::ffff:102:a600,::ffff:102:a6ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:a700,::ffff:102:a7ff,AS,TH,Thailand,Narathiwat,Rueso,96150,Asia/Jakarta,0,6.39364,101.51847,1.2,tp1
::ffff:102:a800,::ffff:102:a9ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:aa00,::ffff:102:aaff,AS,TH,Thailand,Sukhothai,Si Nakhon,64180,Asia/Jakarta,0,17.34778,99.99106,1.2,tp1
::ffff:102:ab00,::ffff:102:abff,AS,TH,Thailand,Suphanburi,Song Phi Nong,72110,Asia/Jakarta,0,14.22408,100.02094,1.2,tp1
::ffff:102:ac00,::ffff:102:acff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:ad00,::ffff:102:adff,AS,TH,Thailand,Songkhla,Rattaphum,90110,Asia/Jakarta,0,7.13478,100.25647,1.2,tp1
::ffff:102:ae00,::ffff:102:aeff,AS,TH,Thailand,Tak,Mae Sot,63110,Asia/Jakarta,0,16.71667,98.56667,1.2,tp1
::ffff:102:af00,::ffff:102:afff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:b000,::ffff:102:b0ff,AS,TH,Thailand,Chon Buri,Chon Buri,20160,Asia/Jakarta,0,13.3622,100.98345,1.2,tp1
::ffff:102:b100,::ffff:102:b1ff,AS,TH,Thailand,Khon Kaen,Khon Kaen,40270,Asia/Jakarta,0,16.44671,102.833,1.2,tp1
::ffff:102:b200,::ffff:102:b2ff,AS,TH,Thailand,Pathum Thani,Ban Lam Luk Ka,12150,Asia/Jakarta,0,13.97738,100.77776,1.2,tp1
::ffff:102:b300,::ffff:102:b3ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:b400,::ffff:102:b4ff,AS,TH,Thailand,Surat Thani,Kanchanadit,84160,Asia/Jakarta,0,9.16611,99.47014,1.2,tp1
::ffff:102:b500,::ffff:102:b5ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:b600,::ffff:102:b6ff,AS,TH,Thailand,Surat Thani,Phrasaeng,84190,Asia/Jakarta,0,8.56781,99.24756,1.2,tp1
::ffff:102:b700,::ffff:102:b7ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:b800,::ffff:102:b8ff,AS,TH,Thailand,Uttaradit,Uttaradit,53140,Asia/Jakarta,0,17.62557,100.09421,1.2,tp1
::ffff:102:b900,::ffff:102:b9ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:ba00,::ffff:102:baff,AS,TH,Thailand,Narathiwat,Rueso,96150,Asia/Jakarta,0,6.39364,101.51847,1.2,tp1
::ffff:102:bb00,::ffff:102:bbff,AS,TH,Thailand,Prachuap Khiri Khan,Sam Roi Yot,77120,Asia/Jakarta,0,12.27081,99.87203,1.2,tp1
::ffff:102:bc00,::ffff:102:bcff,AS,TH,Thailand,Lopburi,Lop Buri,15000,Asia/Jakarta,0,14.79808,100.65397,1.2,tp1
::ffff:102:bd00,::ffff:102:bdff,AS,TH,Thailand,Sing Buri,In Buri,16110,Asia/Jakarta,0,15.00787,100.32691,1.2,tp1
::ffff:102:be00,::ffff:102:beff,AS,TH,Thailand,Songkhla,Krasae Sin,90140,Asia/Jakarta,0,7.61548,100.32842,1.2,tp1
::ffff:102:bf00,::ffff:102:c1ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:c200,::ffff:102:c3ff,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.2,tp1
::ffff:102:c400,::ffff:102:c4ff,AS,TH,Thailand,Phetchaburi,Lom Sak,67110,Asia/Jakarta,0,16.77983,101.24225,1.2,tp1
::ffff:102:c500,::ffff:102:c5ff,AS,TH,Thailand,Uthai Thani,Nong Chang,61110,Asia/Jakarta,0,15.39147,99.84147,1.2,tp1
::ffff:102:c600,::ffff:102:c6ff,AS,TH,Thailand,Phichit,Taphan Hin,66110,Asia/Jakarta,0,16.22094,100.41978,1.2,tp1
::ffff:102:c700,::ffff:102:c7ff,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.2,tp1
::ffff:102:c800,::ffff:102:c8ff,AS,TH,Thailand,Uthai Thani,Nong Chang,61110,Asia/Jakarta,0,15.39147,99.84147,1.2,tp1
::ffff:102:c900,::ffff:102:c9ff,AS,TH,Thailand,Nakhon Sawan,Nakhon Sawan,60000,Asia/Jakarta,0,15.70472,100.13717,1.2,tp1
::ffff:102:ca00,::ffff:102:caff,AS,TH,Thailand,Phetchaburi,Nong Phai,67140,Asia/Jakarta,0,15.99025,101.06183,1.2,tp1
::ffff:102:cb00,::ffff:102:cbff,AS,TH,Thailand,Chai Nat,Sapphaya,17150,Asia/Jakarta,0,15.14616,100.24215,1.2,tp1
::ffff:102:cc00,::ffff:102:ccff,AS,TH,Thailand,Phetchaburi,Phetchabun,67000,Asia/Jakarta,0,16.41904,101.16056,1.2,tp1
::ffff:102:cd00,::ffff:102:cdff,AS,TH,Thailand,Chai Nat,Sapphaya,17150,Asia/Jakarta,0,15.14616,100.24215,1.2,tp1
::ffff:102:ce00,::ffff:102:ceff,AS,TH,Thailand,Phetchaburi,Phetchabun,67000,Asia/Jakarta,0,16.41904,101.16056,1.2,tp1
::ffff:102:cf00,::ffff:102:cfff,AS,TH,Thailand,Phitsanulok,Phitsanulok,65000,Asia/Jakarta,0,16.82481,100.25858,1.2,tp1
::ffff:102:d000,::ffff:102:d0ff,AS,TH,Thailand,Bangkok,Sathorn,10200,Asia/Jakarta,0,13.74998,100.51682,1.2,tp1
::ffff:102:d100,::ffff:102:d1ff,AS,TH,Thailand,Pathum Thani,Khlong Luang,12120,Asia/Jakarta,0,14.06507,100.64593,1.2,tp1
::ffff:102:d200,::ffff:102:d2ff,AS,TH,Thailand,Bangkok,Mueang Nonthaburi,10250,Asia/Jakarta,0,13.86075,100.51477,1.2,tp1
::ffff:102:d300,::ffff:102:d3ff,AS,TH,Thailand,Pathum Thani,Khlong Luang,12120,Asia/Jakarta,0,14.06507,100.64593,1.2,tp1
