startIp,endIp,ipVersion,serviceName,serviceUrl
212.102.32.0,212.102.63.255,4,Shared VPN Network with 10 known VPN providers,
5.62.58.240,5.62.58.243,4,Hide My Ass VPN,https://hidemyass.com
185.225.28.48,185.225.28.63,4,Windscribe,https://windscribe.com
149.22.64.0,149.22.95.255,4,Shared VPN Network with 8 known VPN providers,
5.101.171.224,5.101.171.231,4,NordVPN,https://nordvpn.com
103.107.196.0,103.107.196.255,4,NordVPN,https://nordvpn.com
92.119.19.112,92.119.19.255,4,NordVPN,https://nordvpn.com
103.176.152.0,103.176.152.255,4,Surfshark,https://surfshark.com
92.119.36.128,92.119.36.255,4,ExpressVPN,https://expressvpn.com
45.86.208.24,45.86.208.31,4,Surfshark,https://surfshark.com
185.65.48.0,185.65.51.255,4,NordVPN,https://nordvpn.com
5.62.57.12,5.62.57.15,4,Hide My Ass VPN,https://hidemyass.com
188.126.89.168,188.126.89.175,4,WeVPN,https://wevpn.com
5.62.58.224,5.62.58.227,4,Hide My Ass VPN,https://hidemyass.com
176.97.206.0,176.97.206.127,4,NordVPN,https://nordvpn.com
92.249.30.0,92.249.30.255,4,Hotspot Shield,https://www.hotspotshield.com
156.146.45.0,156.146.45.255,4,Shared VPN Network with 3 known VPN providers,
5.62.56.8,5.62.56.11,4,Hide My Ass VPN,https://hidemyass.com
176.227.240.0,176.227.243.255,4,Shared VPN Network with 2 known VPN providers,
102.129.232.0,102.129.235.255,4,Private Internet Access,https://privateinternetaccess.com
5.254.23.64,5.254.23.95,4,Shared VPN Network with 2 known VPN providers,
84.239.52.0,84.239.52.127,4,Private Internet Access,https://privateinternetaccess.com
85.203.21.0,85.203.21.255,4,ExpressVPN,https://expressvpn.com
5.62.61.104,5.62.61.107,4,Hide My Ass VPN,https://hidemyass.com
216.151.183.128,216.151.183.191,4,IPVanish,https://ipvanish.com
138.99.144.0,138.99.147.255,4,Hotspot Shield,https://www.hotspotshield.com
95.173.219.0,95.173.219.255,4,Shared VPN Network with 2 known VPN providers,
212.97.68.0,212.97.68.255,4,NordVPN,https://nordvpn.com
37.120.138.0,37.120.138.255,4,Shared VPN Network with 2 known VPN providers,
93.114.129.0,93.114.129.255,4,NordVPN,https://nordvpn.com
5.62.61.40,5.62.61.43,4,Hide My Ass VPN,https://hidemyass.com
146.70.141.0,146.70.141.255,4,Shared VPN Network with 2 known VPN providers,
45.91.22.0,45.91.22.255,4,ExpressVPN,https://expressvpn.com
