startIp,endIp,ipVersion,serviceName,serviceUrl,exitNodeType,lastSeen,lastSeenStr,exitNodeRegion,hostname,countryCode,cityName,latitude,longitude
5.62.57.247,5.62.57.247,4,Hide My Ass VPN,https://hidemyass.com,vpn_server,1761315119099,2025-10-24T14:11:59.099Z,USA - Iowa Des Moines,,,,,
212.134.84.105,212.134.84.105,4,V2Ray,,vpn_server,1761315120053,2025-10-24T14:12:00.053Z,,,,,,
216.131.76.93,216.131.76.93,4,IPVanish,https://ipvanish.com,vpn_server,1761315160218,2025-10-24T14:12:40.218Z,ipvanish-US-Chicago-chi-b16,,,,,
167.179.104.184,167.179.104.184,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352106,2025-10-24T17:52:32.106Z,,,,,,
206.212.255.124,206.212.255.124,4,Surfshark,https://surfshark.com,exit_node,1760674421549,2025-10-17T04:13:41.549Z,us-dtw.prod.surfshark.com_udp.ovpn,,US,detroit,42.33143,-83.04575
103.1.215.104,103.1.215.104,4,Ivacy,https://ivacy.com,vpn_server,1761315123965,2025-10-24T14:12:03.965Z,AU_Melbourne_QR_UDP,,,,,
98.159.37.77,98.159.37.77,4,ExpressVPN,https://expressvpn.com,exit_node,1761021089604,2025-10-21T04:31:29.604Z,USA - Los Angeles - 2,,US,Los Angeles,34.05223,-118.24368
176.53.176.37,176.53.176.37,4,NordVPN,https://nordvpn.com,exit_node,1761045563273,2025-10-21T11:19:23.273Z,gh2.nordvpn.com,,GH,,,
45.131.195.120,45.131.195.120,4,ExpressVPN,https://expressvpn.com,exit_node,1758641673323,2025-09-23T15:34:33.323Z,USA - New Jersey - 1,,US,New Jersey,41.94394,-85.63249
37.19.210.35,37.19.210.35,4,MullvadVPN,https://mullvad.net,exit_node,1759166106656,2025-09-29T17:15:06.656Z,us-den-wg-103,,us,Denver,39.73915,-104.9847
195.158.249.201,195.158.249.201,4,NordVPN,https://nordvpn.com,exit_node,1761079995924,2025-10-21T20:53:15.924Z,si16.nordvpn.com,,SI,,,
169.150.197.153,169.150.197.153,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1757463346162,2025-09-10T00:15:46.162Z,,,,,,
64.145.90.19,64.145.90.19,4,IPVanish,https://ipvanish.com,exit_node,1761296726598,2025-10-24T09:05:26.598Z,,,,,,
176.110.219.15,176.110.219.15,4,ExpressVPN,https://expressvpn.com,exit_node,1761153652860,2025-10-22T17:20:52.860Z,,,,,,
193.187.130.163,193.187.130.163,4,NordVPN,https://nordvpn.com,exit_node,1756872742760,2025-09-03T04:12:22.760Z,nl1089.nordvpn.com,,NL,,,
164.90.234.59,164.90.234.59,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352051,2025-10-24T17:52:32.051Z,,,,,,
45.134.20.89,45.134.20.89,4,ExpressVPN,https://expressvpn.com,exit_node,1761117038463,2025-10-22T07:10:38.463Z,,,,,,
108.61.176.97,108.61.176.97,4,TunnelBear,https://tunnelbear.com,exit_node,1761328351981,2025-10-24T17:52:31.981Z,,,,,,
181.214.165.27,181.214.165.27,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1757642736625,2025-09-12T02:05:36.625Z,us_chicago,,US,,,
45.63.123.49,45.63.123.49,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352207,2025-10-24T17:52:32.207Z,,,,,,
216.151.184.155,216.151.184.155,4,IPVanish,https://ipvanish.com,exit_node,1761222387723,2025-10-23T12:26:27.723Z,,,,,,
104.234.32.7,104.234.32.7,4,ExpressVPN,https://expressvpn.com,exit_node,1758088599688,2025-09-17T05:56:39.688Z,USA - Chicago,,US,Chicago,41.85003,-87.65005
91.214.67.9,91.214.67.9,4,NordVPN,https://nordvpn.com,exit_node,1758398932344,2025-09-20T20:08:52.344Z,Netherlands #863,,NL,Amsterdam,52.35,4.916667
149.22.81.1,149.22.81.1,4,ProtonVPN,https://protonvpn.com,vpn_server,1761315119684,2025-10-24T14:11:59.684Z,ca.protonvpn.tcp,,,,,
188.241.80.52,188.241.80.52,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761230810595,2025-10-23T14:46:50.595Z,,china.privacy.network,,,,
45.95.243.44,45.95.243.44,4,ExpressVPN,https://expressvpn.com,exit_node,1760791298094,2025-10-18T12:41:38.094Z,,,,,,
84.239.25.5,84.239.25.5,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761230810595,2025-10-23T14:46:50.595Z,,us-minnesota-pf.privacy.network,,,,
45.83.139.10,45.83.139.10,4,ProtonVPN,https://protonvpn.com,exit_node,1761328352281,2025-10-24T17:52:32.281Z,,,,,,
196.244.192.37,196.244.192.37,4,ExpressVPN,https://expressvpn.com,exit_node,1761044676184,2025-10-21T11:04:36.184Z,Finland,,FI,,,
146.70.113.125,146.70.113.125,4,ProtonVPN,https://protonvpn.com,exit_node,1761224284935,2025-10-23T12:58:04.935Z,hk,,HK,,,
151.236.25.102,151.236.25.102,4,VPNArea,https://vpnarea.com,vpn_server,1761315119823,2025-10-24T14:11:59.823Z,Poland-Warsaw-P2P,,,,,
176.125.230.139,176.125.230.139,4,CyberGhostVPN,https://cyberghostvpn.com,vpn_server,1761230810588,2025-10-23T14:46:50.588Z,,97-1-mt.cg-dialup.net,,,,
45.84.137.10,45.84.137.10,4,NordVPN,https://nordvpn.com,exit_node,1758441071210,2025-09-21T07:51:11.210Z,France #683,,FR,Paris,48.866667,2.333333
89.46.223.182,89.46.223.182,4,Surfshark,https://surfshark.com,exit_node,1758063864089,2025-09-16T23:04:24.089Z,nl-ams.prod.surfshark.com_udp.ovpn,,NL,amsterdam,52.37403,4.88969
181.41.206.96,181.41.206.96,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1760656396446,2025-10-16T23:13:16.446Z,us_denver,,US,,,
206.189.165.44,206.189.165.44,4,VPN Unlimited,https://vpnunlimitedapp.com,vpn_server,1761315119849,2025-10-24T14:11:59.849Z,us-stream,,,,,
37.19.212.147,37.19.212.147,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,Canada #1516,,,,,
89.45.6.18,89.45.6.18,4,TorGuard,https://torguard.net,vpn_server,1761230810596,2025-10-23T14:46:50.596Z,"Kong, Hong",hk.torguard.com,,,,
46.173.253.10,46.173.253.10,4,ExpressVPN,https://expressvpn.com,exit_node,1761215939879,2025-10-23T10:38:59.879Z,,,,,,
181.215.182.186,181.215.182.186,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1758203578116,2025-09-18T13:52:58.116Z,,,,,,
213.152.186.116,213.152.186.116,4,AirVPN,https://airvpn.org,exit_node,1761299132573,2025-10-24T09:45:32.573Z,,,,,,
191.96.67.238,191.96.67.238,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1759048842724,2025-09-28T08:40:42.724Z,us_houston,,US,,,
93.114.129.232,93.114.129.232,4,NordVPN,https://nordvpn.com,vpn_server,1761223013000,2025-10-23T12:36:53.000Z,,,,,,
146.70.164.51,146.70.164.51,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352210,2025-10-24T17:52:32.210Z,,,,,,
93.118.42.186,93.118.42.186,4,NordVPN,https://nordvpn.com,exit_node,1759556091632,2025-10-04T05:34:51.632Z,Japan #743,,JP,Tokyo,35.685,139.751389
140.228.24.63,140.228.24.63,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1757382498107,2025-09-09T01:48:18.107Z,ca_montreal,,ca,montreal,45.50884,-73.58781
149.102.232.4,149.102.232.4,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761230810595,2025-10-23T14:46:50.595Z,,sk.privacy.network,,,,
5.182.197.252,5.182.197.252,4,Hotspot Shield,https://www.hotspotshield.com,exit_node,1756947259047,2025-09-04T00:54:19.047Z,,,,,,
37.19.212.202,37.19.212.202,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,Canada #1528,,,,,
45.14.195.144,45.14.195.144,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,United States #9034,,,,,
64.188.126.91,64.188.126.91,4,V2Ray,,vpn_server,1761315119949,2025-10-24T14:11:59.949Z,,,,,,
185.236.203.91,185.236.203.91,4,NordVPN,https://nordvpn.com,vpn_server,1761223013000,2025-10-23T12:36:53.000Z,,,,,,
167.179.90.164,167.179.90.164,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352142,2025-10-24T17:52:32.142Z,,,,,,
185.223.152.203,185.223.152.203,4,ExpressVPN,https://expressvpn.com,exit_node,1758696924762,2025-09-24T06:55:24.762Z,USA - Los Angeles - 3,,US,Los Angeles,34.05223,-118.24368
2a02:29b8:dc01:2220::f,2a02:29b8:dc01:2220::f,6,Cryptostorm,https://cryptostorm.is,vpn_server,1761315119424,2025-10-24T14:11:59.424Z,Balancer_UDP,,,,,
181.215.65.62,181.215.65.62,4,ExpressVPN,https://expressvpn.com,exit_node,1760995546721,2025-10-20T21:25:46.721Z,USA - Chicago,,US,Chicago,41.85003,-87.65005
146.70.194.36,146.70.194.36,4,ProtonVPN,https://protonvpn.com,exit_node,1760850194580,2025-10-19T05:03:14.580Z,fr,,FR,,,
206.123.153.39,206.123.153.39,4,PureVPN,https://purevpn.com,exit_node,1760939477744,2025-10-20T05:51:17.744Z,ro2-auto-udp-qr,,RO,,,
45.134.140.18,45.134.140.18,4,Surfshark,https://surfshark.com,exit_node,1760527976002,2025-10-15T11:32:56.002Z,us-atl.prod.surfshark.com_udp.ovpn,,US,atlanta,33.749,-84.38798
149.102.232.27,149.102.232.27,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1759691295526,2025-10-05T19:08:15.526Z,,,,,,
209.127.24.40,209.127.24.40,4,IPVanish,https://ipvanish.com,vpn_server,1761315136489,2025-10-24T14:12:16.489Z,ipvanish-CA-Montreal-yul-c27,,,,,
121.127.43.196,121.127.43.196,4,IVPN,https://ivpn.net,vpn_server,1761315179916,2025-10-24T14:12:59.916Z,"Querétaro, Mexico",,,,,
212.97.64.36,212.97.64.36,4,NordVPN,https://nordvpn.com,exit_node,1760767225703,2025-10-18T06:00:25.703Z,uz2.nordvpn.com,,UZ,,,
2a00:1678:2470:46:c942:50ff:977e:5a61,2a00:1678:2470:46:c942:50ff:977e:5a61,6,AirVPN,https://airvpn.org,vpn_server,1761315178622,2025-10-24T14:12:58.622Z,"Alblasserdam, Netherlands",,,,,
146.70.255.118,146.70.255.118,4,ExpressVPN,https://expressvpn.com,exit_node,1761027722417,2025-10-21T06:22:02.417Z,,,,,,
85.203.45.177,85.203.45.177,4,ExpressVPN,https://expressvpn.com,exit_node,1757821995375,2025-09-14T03:53:15.375Z,Switzerland - 2,,CH,,,
185.198.240.123,185.198.240.123,4,ExpressVPN,https://expressvpn.com,exit_node,1761116311901,2025-10-22T06:58:31.901Z,Jersey,,JE,,,
173.239.214.237,173.239.214.237,4,ExpressVPN,https://expressvpn.com,exit_node,1761111741384,2025-10-22T05:42:21.384Z,USA - New Jersey - 1,,US,New Jersey,41.94394,-85.63249
195.210.104.2,195.210.104.2,4,ExpressVPN,https://expressvpn.com,exit_node,1761146892065,2025-10-22T15:28:12.065Z,,,,,,
217.138.216.172,217.138.216.172,4,ProtonVPN,https://protonvpn.com,exit_node,1761328352299,2025-10-24T17:52:32.299Z,,,,,,
185.243.57.228,185.243.57.228,4,NordVPN,https://nordvpn.com,exit_node,1761152022818,2025-10-22T16:53:42.818Z,United States #6765,,US,Miami,25.7738889,-80.1938889
198.37.111.134,198.37.111.134,4,Surfshark,https://surfshark.com,exit_node,1760390177500,2025-10-13T21:16:17.500Z,us-clt.prod.surfshark.com_udp.ovpn,,US,charlotte,35.22709,-80.84313
212.103.60.87,212.103.60.87,4,NordVPN,https://nordvpn.com,exit_node,1758719520359,2025-09-24T13:12:00.359Z,Austria #122,,AT,Vienna,48.2,16.366667
31.171.130.73,31.171.130.73,4,ExpressVPN,https://expressvpn.com,exit_node,1758122230076,2025-09-17T15:17:10.076Z,,,,,,
195.210.126.20,195.210.126.20,4,ExpressVPN,https://expressvpn.com,exit_node,1761153772221,2025-10-22T17:22:52.221Z,,,,,,
103.27.227.4,103.27.227.4,4,VyperVPN,https://vypervpn.com,exit_node,1761260581671,2025-10-23T23:03:01.671Z,New Zealand,,NZ,,,
89.46.8.64,89.46.8.64,4,NordVPN,https://nordvpn.com,exit_node,1761193998989,2025-10-23T04:33:18.989Z,nl1098.nordvpn.com,,NL,,,
185.192.69.8,185.192.69.8,4,ExpressVPN,https://expressvpn.com,exit_node,1759617201876,2025-10-04T22:33:21.876Z,uk-1-docklands-ca-version-2.expressnetw.com,,GB,Docklands,51.4992,-0.0462
203.188.183.82,203.188.183.82,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1761188338003,2025-10-23T02:58:58.003Z,france,,FR,,,
45.80.184.69,45.80.184.69,4,NordVPN,https://nordvpn.com,exit_node,1761030431246,2025-10-21T07:07:11.246Z,th31.nordvpn.com,,TH,,,
191.96.227.130,191.96.227.130,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1758691606886,2025-09-24T05:26:46.886Z,,,,,,
202.49.186.182,202.49.186.182,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,United States #11571,,,,,
185.250.215.225,185.250.215.225,4,NordVPN,https://nordvpn.com,exit_node,1759857075050,2025-10-07T17:11:15.050Z,Czech Republic #138,,CZ,Prague,50.083333,14.466667
103.219.169.164,103.219.169.164,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352032,2025-10-24T17:52:32.032Z,,,,,,
185.202.221.110,185.202.221.110,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,United States #9407,,,,,
185.132.187.76,185.132.187.76,4,ExpressVPN,https://expressvpn.com,exit_node,1761078620340,2025-10-21T20:30:20.340Z,Belgium,,BE,,,
216.131.114.186,216.131.114.186,4,IPVanish,https://ipvanish.com,vpn_server,1761315139166,2025-10-24T14:12:19.166Z,ipvanish-DE-Frankfurt-fra-a31,,,,,
176.53.176.5,176.53.176.5,4,NordVPN,https://nordvpn.com,exit_node,1761275959363,2025-10-24T03:19:19.363Z,gh1.nordvpn.com,,GH,,,
164.90.236.18,164.90.236.18,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352014,2025-10-24T17:52:32.014Z,,,,,,
103.171.123.109,103.171.123.109,4,Hotspot Shield,https://www.hotspotshield.com,exit_node,1756882563428,2025-09-03T06:56:03.428Z,,,,,,
173.239.203.105,173.239.203.105,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1757752399785,2025-09-13T08:33:19.785Z,au_melbourne,,au,melbourne,-37.814,144.96332
45.92.229.196,45.92.229.196,4,ExpressVPN,https://expressvpn.com,exit_node,1758875082277,2025-09-26T08:24:42.277Z,USA - New York,,US,New York,40.71427,-74.00597
66.56.81.52,66.56.81.52,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1757706325583,2025-09-12T19:45:25.583Z,ca_toronto,,CA,,,
185.198.240.103,185.198.240.103,4,ExpressVPN,https://expressvpn.com,exit_node,1761150229419,2025-10-22T16:23:49.419Z,Jersey,,JE,,,
158.173.152.2,158.173.152.2,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1759777782831,2025-10-06T19:09:42.831Z,,,,,,
191.101.186.18,191.101.186.18,4,Hotspot Shield,https://www.hotspotshield.com,exit_node,1756670847173,2025-08-31T20:07:27.173Z,,,,,,
185.159.158.146,185.159.158.146,4,ProtonVPN,https://protonvpn.com,vpn_server,1761230810596,2025-10-23T14:46:50.596Z,,node-us-237.protonvpn.net,,,,
149.28.114.29,149.28.114.29,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352070,2025-10-24T17:52:32.070Z,,,,,,
216.238.115.190,216.238.115.190,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352168,2025-10-24T17:52:32.168Z,,,,,,
193.42.98.19,193.42.98.19,4,NordVPN,https://nordvpn.com,exit_node,1761020226736,2025-10-21T04:17:06.736Z,pl133.nordvpn.com,,PL,,,
92.118.61.97,92.118.61.97,4,NordVPN,https://nordvpn.com,exit_node,1760969253886,2025-10-20T14:07:33.886Z,uk1790.nordvpn.com,,GB,,,
142.111.152.3,142.111.152.3,4,ExpressVPN,https://expressvpn.com,exit_node,1758622294942,2025-09-23T10:11:34.942Z,USA - Houston,,US,Houston,29.76328,-95.36327
193.142.201.46,193.142.201.46,4,NordVPN,https://nordvpn.com,exit_node,1758819082677,2025-09-25T16:51:22.677Z,Netherlands #717,,NL,Amsterdam,52.35,4.916667
92.119.17.237,92.119.17.237,4,NordVPN,https://nordvpn.com,exit_node,1758643916404,2025-09-23T16:11:56.404Z,United States #8218,,US,Atlanta,33.7488889,-84.3880556
178.238.10.161,178.238.10.161,4,Surfshark,https://surfshark.com,exit_node,1760016688642,2025-10-09T13:31:28.642Z,uk-lon.prod.surfshark.com_udp.ovpn,,UK,london,,
92.118.63.218,92.118.63.218,4,NordVPN,https://nordvpn.com,exit_node,1758084980407,2025-09-17T04:56:20.407Z,Bulgaria #63,,BG,Sofia,42.6833333,23.3166667
185.191.205.3,185.191.205.3,4,Windscribe,https://windscribe.com,vpn_server,1761315178129,2025-10-24T14:12:58.129Z,Israel,,,,,
212.15.81.102,212.15.81.102,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,United States #11862,,,,,
185.208.153.176,185.208.153.176,4,Hotspot Shield,https://www.hotspotshield.com,exit_node,1756877260529,2025-09-03T05:27:40.529Z,,,,,,
94.156.149.100,94.156.149.100,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,United States #11604,,,,,
207.154.217.127,207.154.217.127,4,TunnelBear,https://tunnelbear.com,exit_node,1761328351997,2025-10-24T17:52:31.997Z,,,,,,
98.159.226.237,98.159.226.237,4,ExpressVPN,https://expressvpn.com,exit_node,1761139463640,2025-10-22T13:24:23.640Z,Montenegro,,ME,,,
146.70.117.19,146.70.117.19,4,MullvadVPN,https://mullvad.net,exit_node,1756716024852,2025-09-01T08:40:24.852Z,de-fra-wg-105,,,,,
37.120.153.27,37.120.153.27,4,TorGuard,https://torguard.net,vpn_server,1761315119755,2025-10-24T14:11:59.755Z,Sweden,,,,,
45.80.184.243,45.80.184.243,4,NordVPN,https://nordvpn.com,exit_node,1756664610569,2025-08-31T18:23:30.569Z,th39.nordvpn.com,,TH,,,
91.238.70.31,91.238.70.31,4,Hotspot Shield,https://www.hotspotshield.com,exit_node,1761147245753,2025-10-22T15:34:05.753Z,,,,,,
188.213.202.6,188.213.202.6,4,ExpressVPN,https://expressvpn.com,exit_node,1761102933895,2025-10-22T03:15:33.895Z,USA - Tampa - 1,,US,Tampa,27.94752,-82.45843
5.62.61.160,5.62.61.160,4,Hide My Ass VPN,https://hidemyass.com,vpn_server,1761315119095,2025-10-24T14:11:59.095Z,Svalbardand Jan Mayen - Longyearbyen,,,,,
45.82.33.158,45.82.33.158,4,NordVPN,https://nordvpn.com,exit_node,1760785154094,2025-10-18T10:59:14.094Z,lt19.nordvpn.com,,LT,,,
158.173.152.147,158.173.152.147,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1759533265367,2025-10-03T23:14:25.367Z,,,,,,
146.70.95.114,146.70.95.114,4,Windscribe,https://windscribe.com,vpn_server,1761315178129,2025-10-24T14:12:58.129Z,United Kingdom,,,,,
173.239.203.40,173.239.203.40,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1758092828749,2025-09-17T07:07:08.749Z,au_melbourne,,au,melbourne,-37.814,144.96332
86.48.10.89,86.48.10.89,4,NordVPN,https://nordvpn.com,exit_node,1761081947253,2025-10-21T21:25:47.253Z,sg478.nordvpn.com,,SG,,,
45.156.22.171,45.156.22.171,4,V2Ray,,vpn_server,1761315120071,2025-10-24T14:12:00.071Z,,,,,,
194.156.136.77,194.156.136.77,4,NordVPN,https://nordvpn.com,vpn_server,1761230810594,2025-10-23T14:46:50.594Z,"Kansas City, United States",us10002.nordvpn.com,,,,
45.128.199.183,45.128.199.183,4,ExpressVPN,https://expressvpn.com,exit_node,1761108941134,2025-10-22T04:55:41.134Z,Netherlands - Amsterdam,,NL,Amsterdam,52.37403,4.88969
191.101.31.19,191.101.31.19,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1759425331157,2025-10-02T17:15:31.157Z,france,,FR,,,
103.125.233.35,103.125.233.35,4,MullvadVPN,https://mullvad.net,exit_node,1761307200260,2025-10-24T12:00:00.260Z,hk-hkg-ovpn-201,,hk,Hong Kong,22.27832,114.17469
185.86.106.132,185.86.106.132,4,OVPN,https://ovpn.com,vpn_server,1761315119498,2025-10-24T14:11:59.498Z,standard.se.malmo.tcp,,,,,
149.143.176.198,149.143.176.198,4,Hotspot Shield,https://www.hotspotshield.com,exit_node,1756773475363,2025-09-02T00:37:55.363Z,,,,,,
216.131.77.38,216.131.77.38,4,IPVanish,https://ipvanish.com,vpn_server,1761315160433,2025-10-24T14:12:40.433Z,ipvanish-US-Chicago-chi-b34,,,,,
128.90.170.4,128.90.170.4,4,VyperVPN,https://vypervpn.com,exit_node,1761162797782,2025-10-22T19:53:17.782Z,Poland,,PL,,,
149.50.218.71,149.50.218.71,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761230810595,2025-10-23T14:46:50.595Z,,ca-ontario.privacy.network,,,,
212.102.51.24,212.102.51.24,4,ProtonVPN,https://protonvpn.com,exit_node,1761328352270,2025-10-24T17:52:32.270Z,,,,,,
160.238.37.60,160.238.37.60,4,NordVPN,https://nordvpn.com,exit_node,1761296614822,2025-10-24T09:03:34.822Z,kr120.nordvpn.com,,KR,,,
143.244.42.106,143.244.42.106,4,Surfshark,https://surfshark.com,exit_node,1758401599339,2025-09-20T20:53:19.339Z,nl-ams.prod.surfshark.com_udp.ovpn,,NL,amsterdam,52.37403,4.88969
45.80.185.44,45.80.185.44,4,NordVPN,https://nordvpn.com,exit_node,1760783818007,2025-10-18T10:36:58.007Z,cr55.nordvpn.com,,CR,,,
45.32.252.139,45.32.252.139,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352242,2025-10-24T17:52:32.242Z,,,,,,
137.220.63.190,137.220.63.190,4,TunnelBear,https://tunnelbear.com,exit_node,1761328351992,2025-10-24T17:52:31.992Z,,,,,,
212.102.36.186,212.102.36.186,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1758233755371,2025-09-18T22:15:55.371Z,,,,,,
154.16.105.115,154.16.105.115,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1761261077396,2025-10-23T23:11:17.396Z,us_las_vegas,,US,,,
212.15.84.214,212.15.84.214,4,NordVPN,https://nordvpn.com,exit_node,1757227027788,2025-09-07T06:37:07.788Z,United States #11970,,US,Nashville,36.1658333,-86.7844444
185.153.177.110,185.153.177.110,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,Mexico #74,,,,,
160.238.37.14,160.238.37.14,4,NordVPN,https://nordvpn.com,exit_node,1757117868086,2025-09-06T00:17:48.086Z,kr121.nordvpn.com,,KR,,,
31.40.213.178,31.40.213.178,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,Sweden #632,,,,,
194.195.93.156,194.195.93.156,4,NordVPN,https://nordvpn.com,exit_node,1759957289710,2025-10-08T21:01:29.710Z,United States #9872,,US,San Francisco,37.7698135,-122.4660005
185.61.158.251,185.61.158.251,4,NordVPN,https://nordvpn.com,exit_node,1759863754682,2025-10-07T19:02:34.682Z,United Kingdom #2289,,GB,London,51.514125,-0.093689
23.234.86.31,23.234.86.31,4,MullvadVPN,https://mullvad.net,exit_node,1761308098703,2025-10-24T12:14:58.703Z,ca-tor-wg-205,,ca,Toronto,43.70643,-79.39864
216.238.110.161,216.238.110.161,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352134,2025-10-24T17:52:32.134Z,,,,,,
212.97.67.44,212.97.67.44,4,NordVPN,https://nordvpn.com,exit_node,1761222596073,2025-10-23T12:29:56.073Z,pg2.nordvpn.com,,PG,,,
138.197.132.169,138.197.132.169,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352219,2025-10-24T17:52:32.219Z,,,,,,
185.153.176.238,185.153.176.238,4,NordVPN,https://nordvpn.com,exit_node,1757183107259,2025-09-06T18:25:07.259Z,br89.nordvpn.com,,BR,,,
45.13.235.195,45.13.235.195,4,NordVPN,https://nordvpn.com,exit_node,1758457384815,2025-09-21T12:23:04.815Z,United States #10434,,US,Salt Lake City,40.7608333,-111.8902778
85.190.239.133,85.190.239.133,4,NordVPN,https://nordvpn.com,exit_node,1761080333032,2025-10-21T20:58:53.032Z,ee68.nordvpn.com,,EE,,,
86.48.13.2,86.48.13.2,4,NordVPN,https://nordvpn.com,exit_node,1760747119679,2025-10-18T00:25:19.679Z,jp525.nordvpn.com,,JP,,,
185.244.214.215,185.244.214.215,4,TunnelBear,https://tunnelbear.com,exit_node,1761328352206,2025-10-24T17:52:32.206Z,,,,,,
158.173.3.151,158.173.3.151,4,Private Internet Access,https://privateinternetaccess.com,exit_node,1759371731306,2025-10-02T02:22:11.306Z,,,,,,
79.127.181.75,79.127.181.75,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761315181994,2025-10-24T14:13:01.994Z,,,,,,
195.242.241.1,195.242.241.1,4,NordVPN,https://nordvpn.com,vpn_server,1761223013000,2025-10-23T12:36:53.000Z,,,,,,
138.199.52.62,138.199.52.62,4,NordVPN,https://nordvpn.com,vpn_server,1761315177504,2025-10-24T14:12:57.504Z,United States #8377,,,,,
181.41.206.12,181.41.206.12,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761315181994,2025-10-24T14:13:01.994Z,,,,,,
23.234.90.32,23.234.90.32,4,MullvadVPN,https://mullvad.net,exit_node,1761225256824,2025-10-23T13:14:16.824Z,us-phx-wg-205,,us,Phoenix,33.44838,-112.07404
192.154.196.48,192.154.196.48,4,NordVPN,https://nordvpn.com,exit_node,1760960706286,2025-10-20T11:45:06.286Z,mx51.nordvpn.com,,MX,,,
146.70.221.134,146.70.221.134,4,ProtonVPN,https://protonvpn.com,exit_node,1761328352249,2025-10-24T17:52:32.249Z,,,,,,
146.70.98.35,146.70.98.35,4,Private Internet Access,https://privateinternetaccess.com,vpn_server,1761315181994,2025-10-24T14:13:01.994Z,,,,,,
37.120.210.66,37.120.210.66,4,Windscribe,https://windscribe.com,vpn_server,1761315178129,2025-10-24T14:12:58.129Z,Japan,,,,,
45.141.123.216,45.141.123.216,4,NordVPN,https://nordvpn.com,exit_node,1759483542658,2025-10-03T09:25:42.658Z,France #862,,FR,Marseille,43.285413,5.37606
185.244.215.195,185.244.215.195,4,NordVPN,https://nordvpn.com,vpn_server,1761230810589,2025-10-23T14:46:50.589Z,"Toronto, Canada",us-ca90.nordvpn.com,,,,
103.163.220.106,103.163.220.106,4,ExpressVPN,https://expressvpn.com,exit_node,1760984387114,2025-10-20T18:19:47.114Z,Japan - Tokyo,,JP,Tokyo,35.6895,139.69171
198.54.128.117,198.54.128.117,4,AirVPN,https://airvpn.org,vpn_server,1761315178623,2025-10-24T14:12:58.623Z,"Denver, Colorado, United States",,,,,
177.54.156.208,177.54.156.208,4,NordVPN,https://nordvpn.com,exit_node,1758217012290,2025-09-18T17:36:52.290Z,Brazil #98,,BR,Sao Paulo,-23.533333,-46.616667
194.35.121.128,194.35.121.128,4,NordVPN,https://nordvpn.com,exit_node,1758471005716,2025-09-21T16:10:05.716Z,Poland #146,,PL,Warsaw,52.25,21
173.239.196.48,173.239.196.48,4,ExpressVPN,https://expressvpn.com,exit_node,1761161798075,2025-10-22T19:36:38.075Z,,,,,,
