ipVersion,startIp,endIp,datacenter,domain
6,2a01:4f8:231:3f63:0:0:0:0,2a01:4f8:231:3f63:ffff:ffff:ffff:ffff,ENARTIA Single Member S.A.,www.enartia.com
6,2a05:ff01:0:0:0:0:0:0,2a05:ff01:ffff:ffff:ffff:ffff:ffff:ffff,area-7 IT-Services GmbH,area-7.it
6,2a0a:4940:6cb8:0:0:0:0:0,2a0a:4940:6cb8:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:a717:0:0:0:0:0,2a0a:4940:a717:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:e4a9:0:0:0:0:0,2a0a:4940:e4a9:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:7a7:2:1550:0:0:0:0,2a01:7a7:2:1550:ffff:ffff:ffff:ffff,velia.net (HK) Ltd,velia.net
6,2a0a:4940:9e5f:0:0:0:0:0,2a0a:4940:9e5f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2001:550:2:2f:0:0:151:0,2001:550:2:2f:0:0:151:ffff,Whatbox Inc.,whatbox.ca
6,2a0a:4940:b453:0:0:0:0:0,2a0a:4940:b453:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f9:2a:19ee:0:0:0:0,2a01:4f9:2a:19ee:ffff:ffff:ffff:ffff,HOSTSEO-LTD,hetzner.com
6,2a06:3900:0:0:0:0:0:0,2a06:3907:ffff:ffff:ffff:ffff:ffff:ffff,Host4Biz sp. z o.o.,host4.biz
6,2001:978:2:42:0:0:7c:0,2001:978:2:42:0:0:7c:ffff,G-Core Labs S.A.,gcore.com
6,2a0a:4940:1dce:0:0:0:0:0,2a0a:4940:1dce:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:193c:0:0:0:0:0,2a0a:4940:193c:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2607:ff38:0:0:0:0:0:0,2607:ff38:ffff:ffff:ffff:ffff:ffff:ffff,ACT USA,www.actusa.net
6,2001:550:2:22:0:0:b5:0,2001:550:2:22:0:0:b5:ffff,G-Core Labs S.A.,gcore.com
6,2a0a:4940:2eb0:0:0:0:0:0,2a0a:4940:2eb0:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2c0f:e9a0:2:0:0:0:16:0,2c0f:e9a0:2:0:0:0:16:ffff,"Cloudflare, Inc.",www.cloudflare.com
6,2a0a:4940:4e0e:0:0:0:0:0,2a0a:4940:4e0e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:d042:0:0:0:0:0,2a0a:4940:d042:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:7e68:0:0:0:0:0,2a0a:4940:7e68:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:150:1306:0:0:0:0,2a01:4f8:150:1306:ffff:ffff:ffff:ffff,Unihost Inc.,hetzner.com
6,2a0a:4940:6694:0:0:0:0:0,2a0a:4940:6694:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:7a22:0:0:0:0:0,2a0a:4940:7a22:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a04:9dc0:8:0:0:0:0:0,2a04:9dc0:8:ffff:ffff:ffff:ffff:ffff,M247 Europe SRL,m247.com
6,2a0a:4940:9f42:0:0:0:0:0,2a0a:4940:9f42:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:2200:24cb:0:0:0:0,2a01:4f8:2200:24cb:ffff:ffff:ffff:ffff,Hetzner Online GmbH,www.hetzner.com
6,2a0a:4940:2a3d:0:0:0:0:0,2a0a:4940:2a3d:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0d:bec0:0:0:0:0:0:0,2a0d:bec7:ffff:ffff:ffff:ffff:ffff:ffff,YOVIL Ltd.,yovil.net
6,2a00:11c0:5:450:0:0:0:0,2a00:11c0:5:450:ffff:ffff:ffff:ffff,powered by ANX,anx.io
6,2a01:4f8:241:5583:0:0:0:0,2a01:4f8:241:5583:ffff:ffff:ffff:ffff,Hetzner Online GmbH,www.hetzner.com
6,2a0a:4940:6865:0:0:0:0:0,2a0a:4940:6865:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2001:978:2:2c:0:0:142:0,2001:978:2:2c:0:0:142:ffff,Google LLC,www.google.com
6,2a0a:4940:43f6:0:0:0:0:0,2a0a:4940:43f6:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:172:3d1b:0:0:0:0,2a01:4f8:172:3d1b:ffff:ffff:ffff:ffff,FastVPS Eesti O�,fastvps.hosting
6,2a01:4f8:201:3447:0:0:0:0,2a01:4f8:201:3447:ffff:ffff:ffff:ffff,Fritz Datacenter Services,hetzner.com
6,2a0a:4940:339:0:0:0:0:0,2a0a:4940:339:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0c:ab00:0:0:0:0:0:0,2a0c:ab00:ffff:ffff:ffff:ffff:ffff:ffff,LLC Vpsville,vpsville.ru
6,2a00:1ed0:80:0:0:0:0:0,2a00:1ed0:80:ffff:ffff:ffff:ffff:ffff,Breezy s.r.o,vshosting.cz
6,2a01:4f8:c0:3813:0:0:0:0,2a01:4f8:c0:3813:ffff:ffff:ffff:ffff,Salt Edge Inc.,hetzner.com
6,2001:781:0:0:0:0:0:0,2001:781:ffff:ffff:ffff:ffff:ffff:ffff,noris network AG,www.noris.de
6,2a0a:4940:325c:0:0:0:0:0,2a0a:4940:325c:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a05:c640:0:0:0:0:0:0,2a05:c640:0:ffff:ffff:ffff:ffff:ffff,Niobe Bilisim Teknolojileri Yazilim San. Tic. Ltd. Sti.,www.niobehosting.com
6,2606:3440:0:0:0:0:0:0,2606:3440:ffff:ffff:ffff:ffff:ffff:ffff,Z Plus LLC,zplusllc.com
6,2a0a:4940:abb7:0:0:0:0:0,2a0a:4940:abb7:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:d9a3:0:0:0:0:0,2a0a:4940:d9a3:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:110:33a5:0:0:0:0,2a01:4f8:110:33a5:ffff:ffff:ffff:ffff,DE-DSERVER.NET-IPV6,hetzner.com
6,2a0a:4940:fdbf:0:0:0:0:0,2a0a:4940:fdbf:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:d850:0:0:0:0:0,2a0a:4940:d850:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a07:1e00:0:c:0:0:0:0,2a07:1e00:0:c:ffff:ffff:ffff:ffff,JSC Kazteleport - subsidiary of Halyk Bank of Kazakhstan,kazteleport.kz
6,2a0a:4940:817:0:0:0:0:0,2a0a:4940:817:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2001:678:e3c:0:0:0:0:0,2001:678:e3c:ffff:ffff:ffff:ffff:ffff,Artikel10 e.V.,artikel10.org
6,2a02:750:1:0:0:0:0:0,2a02:750:1:ffff:ffff:ffff:ffff:ffff,GleSYS AB,glesys.se
6,2a0a:4940:1c3d:0:0:0:0:0,2a0a:4940:1c3d:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:192:346b:0:0:0:0,2a01:4f8:192:346b:ffff:ffff:ffff:ffff,Timme Hosting GmbH & Co. KG,hetzner.com
6,2a00:e68:1b:0:0:0:0:0,2a00:e68:1b:ffff:ffff:ffff:ffff:ffff,net.de AG,net.de
6,2a0a:4940:f392:0:0:0:0:0,2a0a:4940:f392:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:13b:1b52:0:0:0:0,2a01:4f8:13b:1b52:ffff:ffff:ffff:ffff,ENARTIA Single Member S.A.,www.enartia.com
6,2a0a:4940:e564:0:0:0:0:0,2a0a:4940:e564:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:23dd:0:0:0:0:0,2a0a:4940:23dd:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:38e:0:0:0:0:0,2a0a:4940:38e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:2f2e:0:0:0:0:0,2a0a:4940:2f2e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:ce13:0:0:0:0:0,2a0a:4940:ce13:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2001:550:2:54:0:0:8:0,2001:550:2:54:0:0:8:ffff,"Cloudflare, Inc.",www.cloudflare.com
6,2a01:7a7:2:1673:0:0:0:0,2a01:7a7:2:1673:ffff:ffff:ffff:ffff,velia.net (HK) Ltd,velia.net
6,2a0a:4940:9ea7:0:0:0:0:0,2a0a:4940:9ea7:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:5579:0:0:0:0:0,2a0a:4940:5579:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:a9a7:0:0:0:0:0,2a0a:4940:a9a7:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a06:4a80:0:0:0:0:0:0,2a06:4a87:ffff:ffff:ffff:ffff:ffff:ffff,Trans-iX B.V.,www.trans-ix.nl
6,2a0a:4940:bf7f:0:0:0:0:0,2a0a:4940:bf7f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:7dda:0:0:0:0:0,2a0a:4940:7dda:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:10b:3167:0:0:0:0,2a01:4f8:10b:3167:ffff:ffff:ffff:ffff,Salt Edge Inc.,hetzner.com
6,2602:ff8d:0:0:0:0:0:0,2602:ff8d:fff:ffff:ffff:ffff:ffff:ffff,"Network Redux, LLC",networkredux.com
6,2a10:2ec0:0:0:0:0:0:0,2a10:2ec3:ffff:ffff:ffff:ffff:ffff:ffff,LLC Vpsville,vpsville.ru
6,2400:8500:1301:829:0:0:0:0,2400:8500:1301:829:ffff:ffff:ffff:ffff,"GMO Internet Group, Inc.",www.gmo.jp
6,2a04:4280:0:0:0:0:0:0,2a04:4287:ffff:ffff:ffff:ffff:ffff:ffff,DGN TEKNOLOJI A.S.,www.dgnteknoloji.com
6,2a01:7a0:2:1f52:0:0:0:0,2a01:7a0:2:1f52:ffff:ffff:ffff:ffff,velia.net Internetdienste GmbH,www.velia.net
6,2a0a:4940:6301:0:0:0:0:0,2a0a:4940:6301:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:373c:0:0:0:0:0,2a0a:4940:373c:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:2129:0:0:0:0:0,2a0a:4940:2129:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2001:258:8613:0:0:0:0:0,2001:258:8613:ffff:ffff:ffff:ffff:ffff,FUJITSU CLOUD TECHNOLOGIES LIMITED,www.fujitsu.com
6,2803:d0a0:0:0:0:0:0:0,2803:d0a0:ffff:ffff:ffff:ffff:ffff:ffff,EMPIREHOST LIMITADA,empirehost.cl
6,2a0a:4940:3b35:0:0:0:0:0,2a0a:4940:3b35:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2406:3e00:0:0:0:0:0:0,2406:3e00:ffff:ffff:ffff:ffff:ffff:ffff,Voyager Internet Ltd.,voyager.nz
6,2a0a:4940:55b1:0:0:0:0:0,2a0a:4940:55b1:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:262:1f9d:0:0:0:0,2a01:4f8:262:1f9d:ffff:ffff:ffff:ffff,Akamai Technologies Israel Ltd,www.akamai.com
6,2a01:7a7:2:1732:0:0:0:0,2a01:7a7:2:1732:ffff:ffff:ffff:ffff,velia.net (HK) Ltd,velia.net
6,2a01:4f8:241:1460:0:0:0:0,2a01:4f8:241:1460:ffff:ffff:ffff:ffff,FastVPS Eesti O�,fastvps.hosting
6,2a0a:4940:c82b:0:0:0:0:0,2a0a:4940:c82b:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0e:9804:0:0:0:0:0:0,2a0e:9807:ffff:ffff:ffff:ffff:ffff:ffff,LLC Vpsville,vpsville.ru
6,2a0a:4940:ba26:0:0:0:0:0,2a0a:4940:ba26:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:371f:0:0:0:0:0,2a0a:4940:371f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:10b:479c:0:0:0:0,2a01:4f8:10b:479c:ffff:ffff:ffff:ffff,FastVPS Eesti O�,fastvps.hosting
6,2803:3420:0:0:0:0:0:0,2803:3420:ffff:ffff:ffff:ffff:ffff:ffff,WORLDSTREAM LATAM B.V,www.worldstream.com
6,2a0a:4940:1075:0:0:0:0:0,2a0a:4940:1075:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2001:4210:0:0:0:0:0:0,2001:4210:ffff:ffff:ffff:ffff:ffff:ffff,cmcnetworks,www.cmcnetworks.net
6,2a0a:4940:853e:0:0:0:0:0,2a0a:4940:853e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2404:8c80:0:0:0:0:0:0,2404:8c80:ffff:ffff:ffff:ffff:ffff:ffff,Cloudie Limited,cloudie.hk
6,2a01:4f8:191:941a:0:0:0:0,2a01:4f8:191:941a:ffff:ffff:ffff:ffff,Timme Hosting GmbH & Co. KG,hetzner.com
6,2a0a:4940:75ae:0:0:0:0:0,2a0a:4940:75ae:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:6d4d:0:0:0:0:0,2a0a:4940:6d4d:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:134d:0:0:0:0:0,2a0a:4940:134d:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:df75:0:0:0:0:0,2a0a:4940:df75:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:9a78:0:0:0:0:0,2a0a:4940:9a78:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:de6e:0:0:0:0:0,2a0a:4940:de6e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:bad1:0:0:0:0:0,2a0a:4940:bad1:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:695d:0:0:0:0:0,2a0a:4940:695d:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:e1cc:0:0:0:0:0,2a0a:4940:e1cc:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:a245:0:0:0:0:0,2a0a:4940:a245:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:6aa2:0:0:0:0:0,2a0a:4940:6aa2:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a00:a600:1b00:0:0:0:0:0,2a00:a600:1bff:ffff:ffff:ffff:ffff:ffff,Fluency Communications Ltd,www.commsworld.com
6,2a0a:4940:56e6:0:0:0:0:0,2a0a:4940:56e6:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a02:708:0:51:0:0:0:0,2a02:708:0:51:ffff:ffff:ffff:ffff,Ratiokontakt GmbH,ratiokontakt.de
6,2a0a:4940:52c7:0:0:0:0:0,2a0a:4940:52c7:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:2200:2bc3:0:0:0:0,2a01:4f8:2200:2bc3:ffff:ffff:ffff:ffff,Hetzner Online GmbH,www.hetzner.com
6,2a01:4f8:b0:9090:0:0:0:0,2a01:4f8:b0:9090:ffff:ffff:ffff:ffff,Hetzner Online GmbH,www.hetzner.com
6,2a0a:4940:6b26:0:0:0:0:0,2a0a:4940:6b26:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:1e9f:0:0:0:0:0,2a0a:4940:1e9f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:120:81a8:0:0:0:0,2a01:4f8:120:81a8:ffff:ffff:ffff:ffff,FastVPS Eesti O�,fastvps.hosting
6,2a0a:4940:8b50:0:0:0:0:0,2a0a:4940:8b50:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:10b:36c7:0:0:0:0,2a01:4f8:10b:36c7:ffff:ffff:ffff:ffff,Hetzner Online GmbH,www.hetzner.com
6,2a0a:4940:82a8:0:0:0:0:0,2a0a:4940:82a8:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:e900:0:0:0:0:0,2a0a:4940:e900:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a10:4646:130:0:0:0:0:0,2a10:4646:13f:ffff:ffff:ffff:ffff:ffff,WDES SAS,wdes.fr
6,2a0a:4940:4554:0:0:0:0:0,2a0a:4940:4554:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a00:6d40:0:0:0:0:0:0,2a00:6d40:0:ff:ffff:ffff:ffff:ffff,Aruba S.p.A. - Internal IPv6 Infrastructure,www.aruba.it
6,2a01:4f8:201:2414:0:0:0:0,2a01:4f8:201:2414:ffff:ffff:ffff:ffff,FastVPS Eesti O�,fastvps.hosting
6,2a0a:4940:739f:0:0:0:0:0,2a0a:4940:739f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:c8:2:0:0:0:0:0,2a01:c8:2:ffff:ffff:ffff:ffff:ffff,NAMESHIELD SAS,www.nameshield.com
6,2a0a:4940:c435:0:0:0:0:0,2a0a:4940:c435:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:83a3:0:0:0:0:0,2a0a:4940:83a3:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:76e7:0:0:0:0:0,2a0a:4940:76e7:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a09:4c0:ae00:0:0:0:0:0,2a09:4c0:ae00:ffff:ffff:ffff:ffff:ffff,Securebit AG,www.securebit.ch
6,2a13:d40:2:0:0:0:0:0,2a13:d40:2:ffff:ffff:ffff:ffff:ffff,RapidSeedbox Ltd,www.rapidseedbox.com
6,2a0a:4940:cb3f:0:0:0:0:0,2a0a:4940:cb3f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:5b90:0:0:0:0:0,2a0a:4940:5b90:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:ef33:0:0:0:0:0,2a0a:4940:ef33:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:55cf:0:0:0:0:0,2a0a:4940:55cf:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:e867:0:0:0:0:0,2a0a:4940:e867:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a07:2300:0:0:0:0:0:0,2a07:2307:ffff:ffff:ffff:ffff:ffff:ffff,Internet Vikings International AB,internetvikings.com
6,2a0a:4940:fdeb:0:0:0:0:0,2a0a:4940:fdeb:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:602d:0:0:0:0:0,2a0a:4940:602d:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a0a:4940:3f6f:0:0:0:0:0,2a0a:4940:3f6f:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2406:fcc0:0:0:0:0:0:0,2406:fcc0:ffff:ffff:ffff:ffff:ffff:ffff,"CORE WINNER CO.,LIMITED TAIWAN BRANCH",corewinner.com
6,2a0a:4940:f34:0:0:0:0:0,2a0a:4940:f34:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a01:4f8:160:14de:0:0:0:0,2a01:4f8:160:14de:ffff:ffff:ffff:ffff,Timme Hosting GmbH & Co. KG,hetzner.com
6,2a0a:4940:9b3c:0:0:0:0:0,2a0a:4940:9b3c:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a00:1635:0:0:0:0:0:0,2a00:1635:ffff:ffff:ffff:ffff:ffff:ffff,i3D.net B.V,www.i3d.net
6,2a0a:4940:d39e:0:0:0:0:0,2a0a:4940:d39e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
6,2a09:4c0:d8e0:0:0:0:0:0,2a09:4c0:d8ef:ffff:ffff:ffff:ffff:ffff,Securebit AG,www.securebit.ch
6,2a03:b200:22:0:0:0:0:0,2a03:b200:22:ffff:ffff:ffff:ffff:ffff,Melbourne Server Hosting Ltd,www.iomart.com
6,2a0a:4940:726e:0:0:0:0:0,2a0a:4940:726e:ffff:ffff:ffff:ffff:ffff,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,gibir.net.tr
